score,wallet,gmgn,pumpfun,maxtenminutes,winrate,traded_token,port_token,num_inside,laitren80,avg_roi,latestmonth_avg_pnl_latestmonth,pnl_latestmonth,threemonths_avg_pnl_latestmonth,pnl_threemonths,concatenated_inside
13,3QmWFdrWZm6AJZzRVnpatT87vM9arovyvMM7hYzbk5Cj,"<a href=https://gmgn.ai/sol/address/3QmWFdrWZm6AJZzRVnpatT87vM9arovyvMM7hYzbk5Cj target=_blank"">🔎 </a>",0,0,33,6,6,1,2,162,6652,39910.0,6652,39910.0,[MOODENG]
14,FSYUryFgZuBMKu364T2yjqSEU7W2NkzP4odmTYvmbLAs,"<a href=https://gmgn.ai/sol/address/FSYUryFgZuBMKu364T2yjqSEU7W2NkzP4odmTYvmbLAs target=_blank"">🔎 </a>",0,24,57,25,19,2,4,28,7858,149293.0,7858,149293.0,[Pnut FRED]
13,BAaMg45TJ9ihCAGE4ikq662RsuyaH6JYXuq9Pob32SXP,"<a href=https://gmgn.ai/sol/address/BAaMg45TJ9ihCAGE4ikq662RsuyaH6JYXuq9Pob32SXP target=_blank"">🔎 </a>",12,12,14,8,7,1,1,60,18049,126342.0,18049,126342.0,[LUCE]
14,E729gNLV5A3aM5SNYwqAsuozAHwwbWmLYM4BWM4AwFUP,"<a href=https://gmgn.ai/sol/address/E729gNLV5A3aM5SNYwqAsuozAHwwbWmLYM4BWM4AwFUP target=_blank"">🔎 </a>",0,0,42,21,21,5,3,38,12305,258409.0,12305,258409.0,[PUNK3493 GOAT UPG ZEREBRO suwi]
11,2JXs6h4DbEEx9yW6S5X3Xxa2iCpV2ZgKPbxq3QRLn1Dj,"<a href=https://gmgn.ai/sol/address/2JXs6h4DbEEx9yW6S5X3Xxa2iCpV2ZgKPbxq3QRLn1Dj target=_blank"">🔎 </a>",16,16,24,30,25,1,4,-7,3716,92888.0,3716,92888.0,[$RIF]
11,3CMdQXGcbbSrEgMPMQ85iFV5rNRAWiaKPixYyR8rHQ5a,"<a href=https://gmgn.ai/sol/address/3CMdQXGcbbSrEgMPMQ85iFV5rNRAWiaKPixYyR8rHQ5a target=_blank"">🔎 </a>",6,0,26,15,15,1,3,227,3488,52315.0,3488,52315.0,[SLERF]
13,66y181hfgZ7cs7XwgkseFEWN3N1c4WwhMa8DMCpTFW9T,"<a href=https://gmgn.ai/sol/address/66y181hfgZ7cs7XwgkseFEWN3N1c4WwhMa8DMCpTFW9T target=_blank"">🔎 </a>",0,11,28,27,21,4,5,519,21524,452002.0,36919,922985.0,[HAPPY WORM MOODENG $WIF]
15,J8WLjgjd97qMvmripJASw7ALzvJH3DhmPYqMN6gFHBdG,"<a href=https://gmgn.ai/sol/address/J8WLjgjd97qMvmripJASw7ALzvJH3DhmPYqMN6gFHBdG target=_blank"">🔎 </a>",0,0,75,4,4,0,2,105,4679,18714.0,4679,18714.0,<nil>
11,7PypumCQ4wco2bV4UAjCwbrdCdnWwyAacjxRhX3yuz8R,"<a href=https://gmgn.ai/sol/address/7PypumCQ4wco2bV4UAjCwbrdCdnWwyAacjxRhX3yuz8R target=_blank"">🔎 </a>",9,27,21,87,60,1,4,-19,4832,289910.0,3888,244963.0,[Pnut]
13,2ktkqFBpicQvE8npm9vpXFTAYouZeigpN75x8H6CchRq,"<a href=https://gmgn.ai/sol/address/2ktkqFBpicQvE8npm9vpXFTAYouZeigpN75x8H6CchRq target=_blank"">🔎 </a>",0,11,18,18,16,1,0,-25,5355,85687.0,5355,85687.0,[$RIF]
14,FLK5UXvRB81X3bMejwDszArFZspXmsXWDTqqg43M4xtv,"<a href=https://gmgn.ai/sol/address/FLK5UXvRB81X3bMejwDszArFZspXmsXWDTqqg43M4xtv target=_blank"">🔎 </a>",0,0,42,14,14,1,3,90,8389,117452.0,8389,117452.0,[Shoggoth]
12,44hfWvmr8TZfqpcyiQEUSV9yQJCqREmXB7oJBesSRfU9,"<a href=https://gmgn.ai/sol/address/44hfWvmr8TZfqpcyiQEUSV9yQJCqREmXB7oJBesSRfU9 target=_blank"">🔎 </a>",0,0,40,5,5,1,1,55,3375,16875.0,3375,16875.0,[chikun]
9,9d2HTebtsaur61A1cSjqjtwnYgjrd1JLz8TPpBan9YvQ,"<a href=https://gmgn.ai/sol/address/9d2HTebtsaur61A1cSjqjtwnYgjrd1JLz8TPpBan9YvQ target=_blank"">🔎 </a>",0,15,21,153,121,2,9,-6,2012,243395.0,2220,288643.0,[BITCAT $RIF]
11,C8gJZdLGB7gA9BtFtwRPbdyPcfEYGLTCmRwC2We6QU7c,"<a href=https://gmgn.ai/sol/address/C8gJZdLGB7gA9BtFtwRPbdyPcfEYGLTCmRwC2We6QU7c target=_blank"">🔎 </a>",19,23,26,21,15,1,2,25,3010,45145.0,3010,45145.0,[vvaifu]
9,ARiSSk6F82sLwAoZEp2rnWFR96Vc6SFuogv2B1eCNjRx,"<a href=https://gmgn.ai/sol/address/ARiSSk6F82sLwAoZEp2rnWFR96Vc6SFuogv2B1eCNjRx target=_blank"">🔎 </a>",0,6,26,76,69,1,5,0,2745,189399.0,2150,176324.0,[FRED]
13,8gVAx7gYpr6YYNERfrwwuj2Xxqh8CbuxfsNJQjntyghJ,"<a href=https://gmgn.ai/sol/address/8gVAx7gYpr6YYNERfrwwuj2Xxqh8CbuxfsNJQjntyghJ target=_blank"">🔎 </a>",0,25,14,54,35,2,2,-9,9044,316533.0,9137,365465.0,[Pnut FRED]
6,2M9QaJG7W5RZVAyZLij9XJkTm418n9P6epi8CPtJ9ZSK,"<a href=https://gmgn.ai/sol/address/2M9QaJG7W5RZVAyZLij9XJkTm418n9P6epi8CPtJ9ZSK target=_blank"">🔎 </a>",0,10,29,19,17,1,0,-4,1604,27263.0,1604,27263.0,[Ban]
13,AYPgwWsHuZxj6gWTjAwwH4cHUL8GMYdLRseX7xEYCb5m,"<a href=https://gmgn.ai/sol/address/AYPgwWsHuZxj6gWTjAwwH4cHUL8GMYdLRseX7xEYCb5m target=_blank"">🔎 </a>",0,18,27,137,107,6,11,3,6899,738175.0,6643,777264.0,[CHAOS BUCK HAT ZEREBRO $slop LUCE]
13,CLpDttr14kM4svu7jypK4rzsMKdJYAR8emGNPaWs7omB,"<a href=https://gmgn.ai/sol/address/CLpDttr14kM4svu7jypK4rzsMKdJYAR8emGNPaWs7omB target=_blank"">🔎 </a>",16,24,24,275,201,9,31,63,7530,1513581.0,7078,1479323.0,[Banana ACT Project89 Pnut Palito FRED ProjectSid fur LESTER]
6,DA8GDjyKKiBriArgjtWeSvHz7k6EtwXcTThN9hiTJQ8S,"<a href=https://gmgn.ai/sol/address/DA8GDjyKKiBriArgjtWeSvHz7k6EtwXcTThN9hiTJQ8S target=_blank"">🔎 </a>",12,30,13,78,51,2,4,-6,1519,77480.0,1280,74258.0,[$RIF jam]
9,6oGpvJpqzPX4NfBKMCQpxnhH3QkKBwFZkhUBbGh7KRLE,"<a href=https://gmgn.ai/sol/address/6oGpvJpqzPX4NfBKMCQpxnhH3QkKBwFZkhUBbGh7KRLE target=_blank"">🔎 </a>",0,0,31,17,16,1,3,-4,2646,42338.0,2646,42338.0,[VIBE]
17,CqNv4qgwQVzZxxS2f4XYVapV5mqms83urq1r6nXwwPEw,"<a href=https://gmgn.ai/sol/address/CqNv4qgwQVzZxxS2f4XYVapV5mqms83urq1r6nXwwPEw target=_blank"">🔎 </a>",0,0,85,7,7,1,3,255,7154,50075.0,7154,50075.0,[$horny]
17,3ZphLiNfdWKRfYJ4fNLwvMWh4W4WFhbtfLaViVRZf6uT,"<a href=https://gmgn.ai/sol/address/3ZphLiNfdWKRfYJ4fNLwvMWh4W4WFhbtfLaViVRZf6uT target=_blank"">🔎 </a>",0,0,70,10,10,4,2,57,82751,827510.0,82751,827510.0,[FWOG Fartcoin POPCAT GOAT]
11,vGRFtzqfmFkUAA74X9XCZiou3qbFK9F3S66j1s7vta5,"<a href=https://gmgn.ai/sol/address/vGRFtzqfmFkUAA74X9XCZiou3qbFK9F3S66j1s7vta5 target=_blank"">🔎 </a>",14,8,33,61,53,1,4,31,3074,162906.0,3074,162906.0,[Ban]
10,ATcKSBQGLP5szoPUxfcNxUvTtSAHofQfs8B4ybBCyk9E,"<a href=https://gmgn.ai/sol/address/ATcKSBQGLP5szoPUxfcNxUvTtSAHofQfs8B4ybBCyk9E target=_blank"">🔎 </a>",0,10,44,20,18,1,2,11,2309,41565.0,2309,41565.0,[RIZ0]
6,82THzMXetWZfgKLn2ukLWQDb7BGoL6FRYjXrrvarLt1q,"<a href=https://gmgn.ai/sol/address/82THzMXetWZfgKLn2ukLWQDb7BGoL6FRYjXrrvarLt1q target=_blank"">🔎 </a>",3,24,18,29,22,1,4,9,1989,43754.0,1989,43754.0,[BrahVerse]
6,47Dks6jT1jrpKfhWk5wCm21eLxe5ssQJB3kNGC9QCK7f,"<a href=https://gmgn.ai/sol/address/47Dks6jT1jrpKfhWk5wCm21eLxe5ssQJB3kNGC9QCK7f target=_blank"">🔎 </a>",7,0,14,14,14,1,2,-5,1838,25732.0,1838,25732.0,[BITCAT]
9,5aCknDduBPwNbyBP5u4Y1CczyhCzF4jWC9h2iay857fo,"<a href=https://gmgn.ai/sol/address/5aCknDduBPwNbyBP5u4Y1CczyhCzF4jWC9h2iay857fo target=_blank"">🔎 </a>",0,0,27,11,11,1,2,-15,1219,13409.0,2091,25093.0,[LUCE]
17,G48DwSiYb5xnmafsQCzPa2JSe2qJrcJDGpudRtbPo8bL,"<a href=https://gmgn.ai/sol/address/G48DwSiYb5xnmafsQCzPa2JSe2qJrcJDGpudRtbPo8bL target=_blank"">🔎 </a>",0,9,80,11,10,2,4,87,27036,270362.0,27036,270362.0,[Aurora BONGO]
14,8JpV6zZ2VyX4fEYxcrKxotenTW4CgiWaZdd5u4woDbTj,"<a href=https://gmgn.ai/sol/address/8JpV6zZ2VyX4fEYxcrKxotenTW4CgiWaZdd5u4woDbTj target=_blank"">🔎 </a>",0,7,66,14,6,3,3,339,31061,186363.0,30793,461895.0,[FWOG $michi SIGMA]
13,4Wt5PpRuyfi7R5TM1FhsFvR6LLbjNoADYNNxXN3hxy1q,"<a href=https://gmgn.ai/sol/address/4Wt5PpRuyfi7R5TM1FhsFvR6LLbjNoADYNNxXN3hxy1q target=_blank"">🔎 </a>",16,8,18,24,22,1,3,-5,6713,147685.0,6785,156062.0,[REX]
12,BQvCKhBroVKvyVDUUjVJZmb3za8ZukE9YXWQ9oJLjFSC,"<a href=https://gmgn.ai/sol/address/BQvCKhBroVKvyVDUUjVJZmb3za8ZukE9YXWQ9oJLjFSC target=_blank"">🔎 </a>",0,7,55,14,9,1,2,49,2353,21177.0,20523,287322.0,[nomnom]
14,7PEDxYFWd9VXLoxddpMaG2eSitFaXvF6qrXGs2vH64AG,"<a href=https://gmgn.ai/sol/address/7PEDxYFWd9VXLoxddpMaG2eSitFaXvF6qrXGs2vH64AG target=_blank"">🔎 </a>",0,12,42,8,7,3,3,92,35327,247287.0,35327,247287.0,[blormmy REX CENTS]
14,Fch7Yxjuf25TgSjKcY6JQcgKquP2bjRzNzJAf3J3iYcW,"<a href=https://gmgn.ai/sol/address/Fch7Yxjuf25TgSjKcY6JQcgKquP2bjRzNzJAf3J3iYcW target=_blank"">🔎 </a>",0,7,44,13,9,1,4,137,11970,107730.0,11195,134339.0,[ZEREBRO]
13,DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm,"<a href=https://gmgn.ai/sol/address/DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm target=_blank"">🔎 </a>",0,3,17,191,173,16,25,95,15112,2614444.0,22278,4567076.0,[GNON Banana  Fartcoin FOREST LABUBU koto Ban ZEREBRO LOL $slop soliloquy SL WORM SHEGEN pippin]
11,93G7hi5tWVExSp8wKT89U5E4MpC492bnYFbDj7nx7wVv,"<a href=https://gmgn.ai/sol/address/93G7hi5tWVExSp8wKT89U5E4MpC492bnYFbDj7nx7wVv target=_blank"">🔎 </a>",8,8,37,50,45,2,13,66,2293,103170.0,9458,435065.0,[BONGO BILLY]
13,B3nPXcoRqJZma1aymixh6JAGsqMR7SYjFn7aajg7XB86,"<a href=https://gmgn.ai/sol/address/B3nPXcoRqJZma1aymixh6JAGsqMR7SYjFn7aajg7XB86 target=_blank"">🔎 </a>",0,9,22,11,9,2,1,-6,6696,60264.0,9238,92380.0,[KIRA GOAT]
11,QpXePTZRq8hsNrQ8DoDHu1RFMc1yR71MYKbW3J86ALP,"<a href=https://gmgn.ai/sol/address/QpXePTZRq8hsNrQ8DoDHu1RFMc1yR71MYKbW3J86ALP target=_blank"">🔎 </a>",9,6,25,33,27,3,2,382,2233,60281.0,5432,173810.0,[ABC Swarm SLERF]
9,AhQmBnKaDSqkxUGrSiG4auigQBbuiyg25xJK2mBivtMt,"<a href=https://gmgn.ai/sol/address/AhQmBnKaDSqkxUGrSiG4auigQBbuiyg25xJK2mBivtMt target=_blank"">🔎 </a>",0,0,29,20,17,1,3,14,1402,23832.0,2999,56976.0,[SIGMA]
14,28QgtoBkk3PaLBDwdEZ6x6Q9E7EC9TDnTNryztA1syYy,"<a href=https://gmgn.ai/sol/address/28QgtoBkk3PaLBDwdEZ6x6Q9E7EC9TDnTNryztA1syYy target=_blank"">🔎 </a>",0,16,40,6,5,1,2,187,36129,180647.0,36129,180647.0,[AVA]
14,7SXQrQgiNc2pA2rtKzKHSpo7Se5kCprcrNzjdowceusd,"<a href=https://gmgn.ai/sol/address/7SXQrQgiNc2pA2rtKzKHSpo7Se5kCprcrNzjdowceusd target=_blank"">🔎 </a>",0,9,66,11,9,1,2,45,41969,377723.0,42885,471730.0,[Ban]
11,ERxUgNavZ2HiYTNrwASX1SHN8zqQCSp16W9rBNaGYLwX,"<a href=https://gmgn.ai/sol/address/ERxUgNavZ2HiYTNrwASX1SHN8zqQCSp16W9rBNaGYLwX target=_blank"">🔎 </a>",0,5,29,40,37,2,8,50,3520,130238.0,3654,146151.0,[ACT Fartcoin]
13,dbt7xY87Cn7hpzRCbkNztAtYEfRfTcoMFk13nWRTvBQ,"<a href=https://gmgn.ai/sol/address/dbt7xY87Cn7hpzRCbkNztAtYEfRfTcoMFk13nWRTvBQ target=_blank"">🔎 </a>",15,10,18,19,16,1,2,31,16704,267256.0,16295,277009.0,[MemesAI]
6,7oaPXiGuKPhFRaKUp95gFZpZnNr9XinauXV7GrEbimiE,"<a href=https://gmgn.ai/sol/address/7oaPXiGuKPhFRaKUp95gFZpZnNr9XinauXV7GrEbimiE target=_blank"">🔎 </a>",7,14,20,324,272,2,49,103,1291,351240.0,1322,384664.0,[YOUSIM pippin]
11,DjeD3cnpxg8n6NpsC9WqrQgK2TDr5qTTELkkfmVgde5b,"<a href=https://gmgn.ai/sol/address/DjeD3cnpxg8n6NpsC9WqrQgK2TDr5qTTELkkfmVgde5b target=_blank"">🔎 </a>",10,1,23,57,55,4,9,24,4309,236969.0,4858,286631.0,[GinNabffZL4fUj9Vactxha74GDAW8kDPGaHqMtMzps2f @DOGE Bert BUENO]
6,5p5G2ChtAkLp1i7dmu2AgmM1zuPm8Ym2j21nN6AbejGi,"<a href=https://gmgn.ai/sol/address/5p5G2ChtAkLp1i7dmu2AgmM1zuPm8Ym2j21nN6AbejGi target=_blank"">🔎 </a>",0,30,14,124,81,1,2,-11,1235,100056.0,1235,100056.0,[Bert]
14,3Bg4JSD5WrpkpXvYG7NwEFzMB9qW5PTw34M6wLeAuuh5,"<a href=https://gmgn.ai/sol/address/3Bg4JSD5WrpkpXvYG7NwEFzMB9qW5PTw34M6wLeAuuh5 target=_blank"">🔎 </a>",0,22,40,18,10,2,3,48,28376,283761.0,31736,444302.0,[GOAT LUCE]
9,8agHfdku63Ft29rpAqJwFAGigK17YqDvA5rmKWmPmr4R,"<a href=https://gmgn.ai/sol/address/8agHfdku63Ft29rpAqJwFAGigK17YqDvA5rmKWmPmr4R target=_blank"">🔎 </a>",6,1,23,105,88,2,11,15,2840,249958.0,2804,252339.0,[ACT Ban]
6,8rvx9noLPaUEqqiHXgQpQUtKNBYVX25cM98AQc8ngFL7,"<a href=https://gmgn.ai/sol/address/8rvx9noLPaUEqqiHXgQpQUtKNBYVX25cM98AQc8ngFL7 target=_blank"">🔎 </a>",0,6,20,32,30,1,1,-1,1606,48190.0,1606,48190.0,[BULLY]
17,DK2oTTJ9sKvNrueUkFKKN5kAMGG2mfaGjNoGDEnMSLfL,"<a href=https://gmgn.ai/sol/address/DK2oTTJ9sKvNrueUkFKKN5kAMGG2mfaGjNoGDEnMSLfL target=_blank"">🔎 </a>",0,0,75,4,4,0,1,28,8000,31999.0,8000,31999.0,<nil>
14,HYmAKzs39F3bSaLoBsMHdCDNSDsBxyG72kEcioJaYvu7,"<a href=https://gmgn.ai/sol/address/HYmAKzs39F3bSaLoBsMHdCDNSDsBxyG72kEcioJaYvu7 target=_blank"">🔎 </a>",0,11,42,9,7,2,2,85,24441,171084.0,20038,200380.0,[Fartcoin GOAT]
9,sioV9xRsHE3V7N8H688BuiAohP3HfPaHyztg2nEaTgy,"<a href=https://gmgn.ai/sol/address/sioV9xRsHE3V7N8H688BuiAohP3HfPaHyztg2nEaTgy target=_blank"">🔎 </a>",0,0,25,5,4,1,1,98,1094,4374.0,43277,216385.0,[PONKE]
13,GitCi4N5Af4Gvd5YUoZqH2c7hNJEJfzUVCprASyPRSg7,"<a href=https://gmgn.ai/sol/address/GitCi4N5Af4Gvd5YUoZqH2c7hNJEJfzUVCprASyPRSg7 target=_blank"">🔎 </a>",0,9,33,11,9,2,2,86,31690,285208.0,7254,72543.0,[MOODENG LUCE]
11,BHCm58VsiSq9p3hqjprLAs6wtjXjtuGnz6vj1i3Upe7X,"<a href=https://gmgn.ai/sol/address/BHCm58VsiSq9p3hqjprLAs6wtjXjtuGnz6vj1i3Upe7X target=_blank"">🔎 </a>",11,30,23,579,391,25,51,39,3765,1472120.0,4532,1849227.0,[Shoggoth Banana chikun PUNK3493 ACT $michi ai16z FOREST Palito SHIBU LINK Truthiness SCOOP dontdie MemesAI SHRUB Pochita BeffAI Pythia HFC WORM 霞 CONOR SHEGEN MTard]
14,BEYkyKrmVhW54AYc723Xrq57QV5MYd48PEQVGfPbkxK4,"<a href=https://gmgn.ai/sol/address/BEYkyKrmVhW54AYc723Xrq57QV5MYd48PEQVGfPbkxK4 target=_blank"">🔎 </a>",30,0,53,40,39,4,20,487,48080,1875107.0,48080,1875107.0,[vvaifu koto HAT eliza]
6,Gocm4J9mvDR9a8kMKEP63aL6dLShb3uzc83WBFRQtZSw,"<a href=https://gmgn.ai/sol/address/Gocm4J9mvDR9a8kMKEP63aL6dLShb3uzc83WBFRQtZSw target=_blank"">🔎 </a>",0,27,37,99,62,1,3,3,1118,69333.0,1294,98348.0,[PESTO]
13,G1ZEmvqV721pipKUdVSPg4QPfBvtfCihdvBT7TVzfwd2,"<a href=https://gmgn.ai/sol/address/G1ZEmvqV721pipKUdVSPg4QPfBvtfCihdvBT7TVzfwd2 target=_blank"">🔎 </a>",0,4,16,25,24,1,2,-9,11428,274282.0,11428,274282.0,[vvaifu]
13,J86GQqZ2EdWvt1XHcXJBJ3ZLXJzFmfrE18X5phahPRgS,"<a href=https://gmgn.ai/sol/address/J86GQqZ2EdWvt1XHcXJBJ3ZLXJzFmfrE18X5phahPRgS target=_blank"">🔎 </a>",7,15,26,38,26,1,5,10,6716,174606.0,6716,174606.0,[$RIF]
13,D9s5BsDGtsRqBmUcf6Nu2hnTU1fJQsPaWNkqNMJxnojw,"<a href=https://gmgn.ai/sol/address/D9s5BsDGtsRqBmUcf6Nu2hnTU1fJQsPaWNkqNMJxnojw target=_blank"">🔎 </a>",0,0,14,7,7,1,1,20,7435,52047.0,7435,52047.0,[$RIF]
13,5kFs8Vfribje5z5mTV5uFRHYwrvy547k6dNyoFPYfXaS,"<a href=https://gmgn.ai/sol/address/5kFs8Vfribje5z5mTV5uFRHYwrvy547k6dNyoFPYfXaS target=_blank"">🔎 </a>",0,0,25,16,16,1,3,41,6175,98805.0,6175,98805.0,[Fartcoin]
13,5Bz12MGMG7aVvYjLEkq6AVa3rzF7mkFMNvoAC7cRGi3D,"<a href=https://gmgn.ai/sol/address/5Bz12MGMG7aVvYjLEkq6AVa3rzF7mkFMNvoAC7cRGi3D target=_blank"">🔎 </a>",7,0,32,55,46,4,12,69,11264,518139.0,13332,746568.0,[OMEGA FRED OPUS bop]
12,BvCPVv7nbTBe2PrdCB5zJXNtNmvAMAHvd14Lb2SbHQwZ,"<a href=https://gmgn.ai/sol/address/BvCPVv7nbTBe2PrdCB5zJXNtNmvAMAHvd14Lb2SbHQwZ target=_blank"">🔎 </a>",0,12,61,47,34,1,4,22,3239,110118.0,2778,125029.0,[ACT]
14,3r7gXvWo4BzCshjRUS5L5pQjmZXXQNhCyC7xfNsvbTw1,"<a href=https://gmgn.ai/sol/address/3r7gXvWo4BzCshjRUS5L5pQjmZXXQNhCyC7xfNsvbTw1 target=_blank"">🔎 </a>",0,0,42,14,14,2,4,48,9533,133465.0,9533,133465.0,[Pnut MOODENG]
6,9mL5ZCRHFyyWVAxAaBYavq67Ku9NbamnVoPmAejxzke2,"<a href=https://gmgn.ai/sol/address/9mL5ZCRHFyyWVAxAaBYavq67Ku9NbamnVoPmAejxzke2 target=_blank"">🔎 </a>",7,7,20,69,63,1,8,14,1429,90012.0,1323,87350.0,[Pnut]
11,GciSdBHTDWa7YF3mMPkvSV4r6qoiQT6TgocPQaBaYJjs,"<a href=https://gmgn.ai/sol/address/GciSdBHTDWa7YF3mMPkvSV4r6qoiQT6TgocPQaBaYJjs target=_blank"">🔎 </a>",0,8,22,24,22,1,4,69,4937,108621.0,4689,117235.0,[YOUSIM]
13,7EUVcvZTgHMhaYxFBD5mQaZPNHgN1ZrZZUMKp91SrsG3,"<a href=https://gmgn.ai/sol/address/7EUVcvZTgHMhaYxFBD5mQaZPNHgN1ZrZZUMKp91SrsG3 target=_blank"">🔎 </a>",0,20,28,44,32,4,4,-16,3374,107975.0,8142,350114.0,[Shoggoth Nailong PUPS LUCE]
13,2WJvjGFjZePB3sYrHKMBQd46o1TCS8zxchEHnDK7oBxQ,"<a href=https://gmgn.ai/sol/address/2WJvjGFjZePB3sYrHKMBQd46o1TCS8zxchEHnDK7oBxQ target=_blank"">🔎 </a>",2,8,23,73,67,4,11,28,7923,530850.0,7923,530850.0,[Cupsey scihub BUCK 🦅]
5,3Gyk2Vwj9HmjHcmdkvdkYq6bDhoH5RjMHn42LCM9YVYH,"<a href=https://gmgn.ai/sol/address/3Gyk2Vwj9HmjHcmdkvdkYq6bDhoH5RjMHn42LCM9YVYH target=_blank"">🔎 </a>",2,10,26,48,38,2,5,10,2803,106509.0,-446,-20065.0,[Pnut GPT2]
14,5wSakGwFGH2cVSFRMRWRL5zbxQUr1xKggHWkz4zVvTPq,"<a href=https://gmgn.ai/sol/address/5wSakGwFGH2cVSFRMRWRL5zbxQUr1xKggHWkz4zVvTPq target=_blank"">🔎 </a>",0,7,44,13,9,3,2,104,14258,128326.0,20122,241464.0,[DADDY USA ANSEM]
13,4jwigrrkZ7VGHVMEXsryxUz8UsqtAZqLsRanaHETBmJ7,"<a href=https://gmgn.ai/sol/address/4jwigrrkZ7VGHVMEXsryxUz8UsqtAZqLsRanaHETBmJ7 target=_blank"">🔎 </a>",21,33,15,317,198,6,18,-13,6297,1246904.0,7851,1640806.0,[Bakso Jorgie BUCK Pnut GOAT ZEREBRO]
13,AJaaXZQ1PREo51WTnpjo3CZQWagu7y72mGA87EiXMqK8,"<a href=https://gmgn.ai/sol/address/AJaaXZQ1PREo51WTnpjo3CZQWagu7y72mGA87EiXMqK8 target=_blank"">🔎 </a>",16,0,25,12,12,1,2,39,5957,71489.0,5957,71489.0,[blormmy]
13,J4JDNiKT3yu2zqDmxcLZQbxBefwd5nSP3Qhz4yEzA4uj,"<a href=https://gmgn.ai/sol/address/J4JDNiKT3yu2zqDmxcLZQbxBefwd5nSP3Qhz4yEzA4uj target=_blank"">🔎 </a>",11,4,28,62,56,5,12,70,9268,519022.0,8954,519321.0,[vvaifu MATL AVB pippin goob]
13,Ei3S5HvitmqTj2Fv3uDnvYpyjy8fcpdyvDeHKJCA7Dqt,"<a href=https://gmgn.ai/sol/address/Ei3S5HvitmqTj2Fv3uDnvYpyjy8fcpdyvDeHKJCA7Dqt target=_blank"">🔎 </a>",3,1,22,64,57,7,9,-2,9923,565639.0,27997,1819808.0,[Fartcoin CENTS GOAT ZEREBRO AVA LESTER LUCE]
13,QWr7GA1rvmykPCaxQJgiLRvprpWz5R7WnFKgGskvKHZ,"<a href=https://gmgn.ai/sol/address/QWr7GA1rvmykPCaxQJgiLRvprpWz5R7WnFKgGskvKHZ target=_blank"">🔎 </a>",0,11,23,18,17,2,3,-17,5695,96821.0,7724,139026.0,[GOAT GIGA]
17,HAk5KYi8VhYZU1LNg8CpNjMZfemu25fk2qQGkzyB8e3X,"<a href=https://gmgn.ai/sol/address/HAk5KYi8VhYZU1LNg8CpNjMZfemu25fk2qQGkzyB8e3X target=_blank"">🔎 </a>",0,0,75,5,4,0,1,613,10913,43651.0,10817,54086.0,<nil>
8,4HwUKeLwmAvhfchzzDnA3ymaJFKY1ndyS913R9CSqBD8,"<a href=https://gmgn.ai/sol/address/4HwUKeLwmAvhfchzzDnA3ymaJFKY1ndyS913R9CSqBD8 target=_blank"">🔎 </a>",0,10,50,29,22,4,4,82,11325,249157.0,-81086,-2270398.0,[$RIF GPT2 suwi LESTER]
14,2Fnz4vkm4DNGQ3Dxqqop9HGVfuPUWct4Xd87vAqr1geu,"<a href=https://gmgn.ai/sol/address/2Fnz4vkm4DNGQ3Dxqqop9HGVfuPUWct4Xd87vAqr1geu target=_blank"">🔎 </a>",0,14,50,7,6,1,2,63,8467,50802.0,8467,50802.0,[KIRA]
17,HMKrTy9MVjDZdhBcLkDQ4i7e2w6dJJ88EkbaXHJcryH3,"<a href=https://gmgn.ai/sol/address/HMKrTy9MVjDZdhBcLkDQ4i7e2w6dJJ88EkbaXHJcryH3 target=_blank"">🔎 </a>",0,12,71,8,7,1,3,85,24233,169631.0,24233,169631.0,[Pnut]
14,AQVBxfyseUrHRw2osb5cWjXbia56bDdQ2YFbugcKmACD,"<a href=https://gmgn.ai/sol/address/AQVBxfyseUrHRw2osb5cWjXbia56bDdQ2YFbugcKmACD target=_blank"">🔎 </a>",0,0,56,16,16,2,4,29,13014,208231.0,13014,208231.0,[GOAT ZEREBRO]
14,HL8iKgN6DwGto4YuMAEbb4HT8jiTu5wsesW7JXjXYigU,"<a href=https://gmgn.ai/sol/address/HL8iKgN6DwGto4YuMAEbb4HT8jiTu5wsesW7JXjXYigU target=_blank"">🔎 </a>",5,15,43,20,16,1,3,85,8010,128164.0,7530,128011.0,[Pnut]
12,6hCLwG2mG7yaCjSfhNUARE7U1Ns3EQHf8hYsxK2Js5HP,"<a href=https://gmgn.ai/sol/address/6hCLwG2mG7yaCjSfhNUARE7U1Ns3EQHf8hYsxK2Js5HP target=_blank"">🔎 </a>",0,29,40,47,22,1,3,42,3092,68013.0,3092,68013.0,[Pnut]
14,4RbYyfZsj9zP6kXGY4MFbLTbKMujcCB9sptsgPcExgHa,"<a href=https://gmgn.ai/sol/address/4RbYyfZsj9zP6kXGY4MFbLTbKMujcCB9sptsgPcExgHa target=_blank"">🔎 </a>",0,12,40,8,5,1,0,-4,33849,169246.0,26191,183335.0,[Pnut]
