wallet,token_address,sol_value
xKkfsTpvpagTW59PDETGN5cFgtyvPBNcrP8ADjeBW6k,JC3MaSFiZcdDecxFhZKtfULxnkUp9DPxdgwYHWHNpump,20.0
A6Viw4u6LbWqjfwNYbNBTgZRTJerPQGYbjsofQ34xC29,HeJUFDxfJSzYFUuHLxkMqCgytU31G6mjP4wKviwqpump,26.5
3x4NuKpAQu431dAaC2PBEHVUnyb2iimM8LocJkhzxymt,G6haJithfeUgSghVpu1rDPCq2NFiYcJFHNpHEANbpump,20.67
DuuuA2fWqq39zwu5Z6LSe13uUNup6DboxrrW4TioGSCx,GhE3jvBtMNLhYyqSxDYYMHWUgQD7RMpEkoqaMmRHpump,13.81
HZ4SkQg3ywg8SL865wzMyGjqDkgYXBMACDh6SWVJExmU,CQSzJzwW5H1oyWrp6QhfUKYYwyovbSiVDKnAxNfb1tJC,6.21
Gb8Mp5GKwZNCcqcgonKxp3JkdYn9j4jZ2qQASiBRc5p1,HgBRWfYxEfvPhtqkaeymCQtHCrKE46qQ43pKe8HCpump,13.96
BreCNBNqMvFsnN4Qkh7Fved6C7q5FeKgG8kT981F3q1C,7BgBvyjrZX1YKz4oh9mjb8ZScatkkwb8DzFx7LoiVkM3,148.74
AoFwLctjyfrE2kHWifAEfHrHQid5Vf6XAKYwzQ8msSGc,CsDZteCUToQqZgods4BJTgVzb7pqgp1LCmhQ4sChpump,10.0
B4dmPsP37CALmHaPGjqLZjWVk8Mve7HhK8cZ2uyhLWmP,HB8KrN7Bb3iLWUPsozp67kS4gxtbA4W5QJX4wKPvpump,6.22
CX8qHRkoyR9vLuLYVP4pG89MajVksN5ENYw4iPEysqL4,DEJiPKx5GActUtB6qUssreUxkhXtL4hTQAAJZ7Ccw8se,14.83
AupB7HLW7Q6rpaoLCJTdd2KCwU5WsuWvr2bmQyCwaCNV,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,16.0
B4dmPsP37CALmHaPGjqLZjWVk8Mve7HhK8cZ2uyhLWmP,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,24.29
B4dmPsP37CALmHaPGjqLZjWVk8Mve7HhK8cZ2uyhLWmP,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,68.54
4jh82zJ9X7aaK2zcqcqsXUpasCNbgKJrJsLoB5ov4RuU,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,20.0
4LKsQC8TAnMt223hk8jKc42wZdSeoUQAwAQFzPrBosgb,mkvXiNBpa8uiSApe5BrhWVJaT87pJFTZxRy7zFapump,12.38
GaSKPe23F4yfnkFWuuNs3tLo3nnTynUG5mDamdXKLgex,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,27.2
2A6GXFw1SdgQvrjUWGB961EDjyqSZ82kaAwAvs6uhBWm,34a8ALsPmbWxp7D3bQ6erERrCLz1ahr6u6o66Udmpump,10.0
7rry5aYMwq2Adgj697xpZpmC1SUDvxPQfXYp2e1HnLHp,FQ1tyso61AH1tzodyJfSwmzsD3GToybbRNoZxUBz21p8,6.26
HgzoueyVH4ATqa42afd92kTB5q8LpAH5WUR7BkZ42r9w,HwPtbFpd3VTe3tfyosoVtPf9WPuSk5gAKkN5xp6Npump,25.0
FQxHigvrK7MEmr1g54J3KLTjypeEKNZ4PpMWsyrf2yfA,CfgmB9iTWABdYh3CHQQDUGtWy18rMNAEEqyp4GrJpump,6.17
4LKsQC8TAnMt223hk8jKc42wZdSeoUQAwAQFzPrBosgb,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,41.16
B4dmPsP37CALmHaPGjqLZjWVk8Mve7HhK8cZ2uyhLWmP,CWFa2nxUMf5d1WwKtG9FS9kjUKGwKXWSjH8hFdWspump,6.22
3rWeBFXyzRqp6T2nVBQqVML2gRBqcx47LoApszkPxh2R,mkvXiNBpa8uiSApe5BrhWVJaT87pJFTZxRy7zFapump,24.79
8XAwK7ky2V4Atc1eAd8osBtURmvMNSXnDmZmFSWp3qXk,CNvitvFnSM5ed6K28RUNSaAjqqz5tX1rA5HgaBN9pump,27.89
Fwz11smbt8TptXiCUPvLxiuQfuXP91i3WFU4pXHKfEHn,HgBRWfYxEfvPhtqkaeymCQtHCrKE46qQ43pKe8HCpump,30.0
6ZG6JNBsywrxhzKKamtxCP6JoxpFTkdJesx96bemD2ii,HAPPYwgFcjEJDzRtfWE6tiHE9zGdzpNky2FvjPHsvvGZ,22.64
CEBxYsY5wGXyMfPmh18CjPHXuwP96EYEhtf86neky8Jc,JC3MaSFiZcdDecxFhZKtfULxnkUp9DPxdgwYHWHNpump,10.0
5Q57izNSTzVaN8JCY1ajgE34KCzgUQrS8fR8XTiKaBWu,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,31.0
8YkkLckcZRZ12GxBXtpshbza92y9RqPEyznA8E1WgLk3,76Jkgbh2v5pdqBvSKStyxL7Q135dDcuh4eatCFvpump,10.0
3rWeBFXyzRqp6T2nVBQqVML2gRBqcx47LoApszkPxh2R,BjjvKX5k7gQoGRmvQAA5WMr7EkQ2cirGTSGxAznDpump,19.83
7qSo8saWKiqx8zRhcy1FNvLTNp67J7M3yy2TDB2oTrpn,FLqmVrv6cp7icjobpRMQJMEyjF3kF84QmC4HXpySpump,20.76
3rWeBFXyzRqp6T2nVBQqVML2gRBqcx47LoApszkPxh2R,6ZrYhkwvoYE4QqzpdzJ7htEHwT2u2546EkTNJ7qepump,24.79
9gFkJVMsu6pxScaLihCLoTTkQSrK7ekBQBzCz9pcEhUK,HgBRWfYxEfvPhtqkaeymCQtHCrKE46qQ43pKe8HCpump,11.9
Ffo4yXLemDduV2b2RMG9zHUiMgwiKK9LutBSU1oFJVpY,G6haJithfeUgSghVpu1rDPCq2NFiYcJFHNpHEANbpump,7.0
4c6A2x5ZZ8XdAmc8JqaudnzfjRyviLxGqnaD2GAL5CP3,HwPtbFpd3VTe3tfyosoVtPf9WPuSk5gAKkN5xp6Npump,30.0
B8ddo2YQigge4Utptq22NLh5hS1BRFnK2PzfrbiGaviA,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,29.0
B4dmPsP37CALmHaPGjqLZjWVk8Mve7HhK8cZ2uyhLWmP,FvgqHMfL9yn39V79huDPy3YUNDoYJpuLWng2JfmQpump,6.24
89bLmpFsgzZwJKruBpAY33sBqAiUDjm3uVk9MdsxPKDd,GjK3v2n3Em1e3kEwSrKW2VrnY54EU9zBCSwGEP8Bpump,17.0
WH9SpACe3VE1G5JRTt8ooi4oWyJZw3LuDvoW2YPfHSc,23CTZMjEYNNZUE4itfn3iv6kgM4xn7X7dx1kVX1Gr8Xi,24.25
GFV44Afif8kGYMWCQgN6n1aEkKYyQcxxArUf67YbboN3,Be6mYmT59zuB98hY55aYecnBXRetZvQwe3KSypmbpump,10.0
B4dmPsP37CALmHaPGjqLZjWVk8Mve7HhK8cZ2uyhLWmP,FLqmVrv6cp7icjobpRMQJMEyjF3kF84QmC4HXpySpump,14.54
CX8qHRkoyR9vLuLYVP4pG89MajVksN5ENYw4iPEysqL4,7iagMTDPfNSR5zVcERT1To7A9eaQoz58dJAh42EMHcCC,20.66
HobmHNpz3wSPCQtBatzrQvHmqhHYjxCfzxYqc77oT4UK,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,6.0
4Q7YcQFRzDxxyyow4WjCXugqt6DSViKXowZoMw4ZVhuH,ARXn3nwwPeGYD3dZWDbtDiDDRTYaW9PXtBKwGjLRpump,84.15
CqrBWtpunoBy3c35GyCTremcjdc3sJjncyFyYdxgZMQT,F53o1siKaQccpzfvHy2gpKiDz24JruNKGdzLzujBpump,7.96
FoGaNXdr4aEzWDN1j7N8tjc2n52czWVmmsaJh7JukYHR,FLqmVrv6cp7icjobpRMQJMEyjF3kF84QmC4HXpySpump,20.0
HQtxipmWbSJprwEZqrLurZMrUiE2VUXDon6ZDmGEXB26,FQ1tyso61AH1tzodyJfSwmzsD3GToybbRNoZxUBz21p8,36.34
FmJacivThCNymhvRHft1MsaXMBGyfAsDmFYWEqWyN8kL,CNvitvFnSM5ed6K28RUNSaAjqqz5tX1rA5HgaBN9pump,20.84
9hrZRRWMFpgMR9VUs2DEabTcUgTL9CNyvNZgsSRd6Rsa,HWcmFw19wHSuxJFXz4xSzLqVz9sAFykNYdBc4eGfpump,10.0
9Gir54PY6be3JQ8LwQWimHNU8hP2dZLZUVQoV2E5CgCR,JC3MaSFiZcdDecxFhZKtfULxnkUp9DPxdgwYHWHNpump,20.0
BJUzRRQrTj9sf79g6YnMei4Ebkv5ryJempQbJ6EaKc9C,GxdTh6udNstGmLLk9ztBb6bkrms7oLbrJp5yzUaVpump,10.0
2AMmn3vjhVVwu2C5URwd6vHc9bAxfT5rCWYtERQaKiwo,wUtwjNmjCP9TTTtoc5Xn5h5sZ2cYJm5w2w44b79yr2o,8.63
BWR2YQ5V27MfkhJ2bhZdEafDDkvEZE62on5XjNh5DUTp,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,41.5
7SuLA8fdX9eC191jjMNt1c5PjiJZ5xkR8qb1oDc4Hew5,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,50.0
DKMfniPkdMc5J3N6qD3UwH7sbxTsSCStQkyQAW856Ra7,5X742twtV5sf8ZnSWSZ3WhxHgR9wmVeQmvzpnK7Gpump,8.31
E637Jx8hVn6MC9Ahdgp3zuHEfJqP7d1dAZzQnpqFwhcx,CefZxozhhxK88XPJoeWBczYSaBPd35tsKnziTH6Cpump,21.3
B6H73iTBHxf6QoaNNq9Tec6LBXRdpM45W7Ea9D1srzZ9,FuQASH8ps9NPeDu4h3rVtMBygKYoSiSTZ4uSiA5tpump,49.55
J1F3i9H5krrfHTiPjAKhdoAsXAioHLJS4SeeHkWp9vB3,FvgqHMfL9yn39V79huDPy3YUNDoYJpuLWng2JfmQpump,52.39
31xap6drG7XX7cEGCG8TaDuvDzzdLquPpZzUJn8jFaKB,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,5.05
FoGaNXdr4aEzWDN1j7N8tjc2n52czWVmmsaJh7JukYHR,CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,80.0
CCSztfy2ARYSxgFHBC8PfL6h7vXPgbZA924FFRJEnucR,rizo34MUwbCBqpSTSfnEktdWB4CTByqqYh8zBxL3WAR,100.0
DnuWivfJBHkoArRTJ4ieBMWWmymZraReZw59nXHzsuXM,JC3MaSFiZcdDecxFhZKtfULxnkUp9DPxdgwYHWHNpump,10.0
BM8p5MKpGaFeAGEVhpEhRZWe8Lo1DWyF4eMsLTAmgst4,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,20.0
AuBibsG47C8phk1CMS1PDDh6JaSF5x7DDJwhzJNrv9mL,ED5nyyWEzpPPiWimP8vYm7sD7TD3LAt3Q3gRTWHzPJBY,12.56
BPBndEewN4L5dTniSv1v4M4crhBPmMNgTeH4DBm3VW2b,Dnb9dLSXxAarXVexehzeH8W8nFmLMNJSuGoaddZSwtog,42.75
B5jV2iJpokTfCMFqkurqgLhXY1TBakCU2Jn4CZcQJWV7,v62Jv9pwMTREWV9f6TetZfMafV254vo99p7HSF25BPr,14.91
9BdfUF4x5kw4gtrXVaq3nK6e485BQGztJZcVTkDYDfjz,HgBRWfYxEfvPhtqkaeymCQtHCrKE46qQ43pKe8HCpump,6.25
FCgNPRyoCUnHV1WbsPn1jbtrw1okdLS76s5xhB8htyZq,HwPtbFpd3VTe3tfyosoVtPf9WPuSk5gAKkN5xp6Npump,50.0
38JyRsDq7dh3EXNDMk4KG34TVsnAwF5pYRhnC6LdPr2E,DwDtUqBZJtbRpdjsFw3N7YKB5epocSru25BGcVhfcYtg,13.0
H6WNuyfw3DpxK73WR2Eir1NvqQJqchhMtBfDHEURsM7e,34a8ALsPmbWxp7D3bQ6erERrCLz1ahr6u6o66Udmpump,58.56
Eca5xuGLQUmeEVxuauRhbpRT27Tdqq2A4LGmZhz1Jkkd,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,44.68
BcQN8TXsoNHVi7Bq6bJiaJpS4WCYVJiTWsETB6TyasZP,E3enwdJowhDeRe3f7mMwAZGVkJ5aWEtPUGRusP2Jpump,5.8
GLqD1pG4Jr4Vsd22JfrfDbQX3kjKYRsRRJW9YNa6fhJy,H2c31USxu35MDkBrGph8pUDUnmzo2e4Rf4hnvL2Upump,32.33
3cmca9dffKwQ75TuLm9yok3uN7CUQBdchd1UXAdL1TCR,CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,5.09
6KZTMY37vAv1h7fpbguCoVr9vfReBpsqjdgABZX7QUB8,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,34.96
FRT1fsCqDjCDAjtambYBSbjjcdxasDptgKTSWsyApZVt,GxdTh6udNstGmLLk9ztBb6bkrms7oLbrJp5yzUaVpump,271.93
7mMThGi3Qq8n2CV4c5Vb35SeWxfbmKbbqyCzrZr72epM,3YHnXHivm9DiiUtbHNr49mkBctBFy4ksX3PAa3AApump,59.62
6rVqCJgoQzzZC5XTANEDHPJrZC729psbtxFVfDPQ2b5h,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,12.37
2CjCVyqPxkJBpSTJPHozUW8jyyLRzwGdwThaJ7YFHJra,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,36.0
7wLMvkkhGQDJQLMr3cfJDSfdaKjqVzbrsnFTLWf7WHMt,77RBCP95AFT9XRsx4xuGUHjBQsjcatGYCZ2VXx8Epump,14.58
J2EwobTCsNCM686nnNqUoyAUqR2RPLAXRzyJa2xSWaft,BoAQaykj3LtkM2Brevc7cQcRAzpqcsP47nJ2rkyopump,8.28
UMwb9RNCUM1uo3nbkpMyvdSnNjQW7sji9rdkyL4enLZ,CtaVq7fp5xwYFenGQypqdK97LJhTD72GgRsY8e4Npump,22.0
FEbTnAq7KLP45SuD3AiUXQ3QfQK9Nb2tprhLskPRePsE,5JcdnWEwuHh1v3SAARq8zH9tEwDQGpaHzBrZ81m4pump,20.0
Ejcbjxde8cfG2Rj9F2SfizCBTEU6tKAFSCfbvGfpaMMi,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,6.25
3HvPPUk54KPiKNFiEyqiAwgacwjZ5SWFXSs2Wtr81Thu,3B5wuUrMEi5yATD7on46hKfej3pfmd7t1RKgrsN3pump,584.33
C4V93PxfXsuXUqnCFBii6T5FriLukTgvVS6Qh32ALXRk,8Ki8DpuWNxu9VsS3kQbarsCWMcFGWkzzA8pUPto9zBd5,20.68
BkTcR971nq9oNWrT2Xb33KvhpgXjfajArXi9mAbQZsaB,7ZqzGzTNg5tjK1CHTBdGFHyKjBtXdfvAobuGgdt4pump,12.83
FVidr2uijoziEda4TDKico1fTMhzAtDK7wAXPpq4PDsd,HWcmFw19wHSuxJFXz4xSzLqVz9sAFykNYdBc4eGfpump,5.5
5p1T5adX6WmLQZJUSWcXAfgS2EeaewFjmkjqGfAF2WkL,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,15.82
C4V93PxfXsuXUqnCFBii6T5FriLukTgvVS6Qh32ALXRk,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,20.66
DRai3W6pw7G7efwamvu4RZqjm8ztGuGfHLm5x5sQiVMA,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,113.2
GFVBzD1DDF2qVCSKY4njcr5nzumAkNtTUHQx2uvA9U4h,ABDoiSudvFjjJ25rtXn8V2b6QGrH59KN6thAbsPvpump,9.9
UMwb9RNCUM1uo3nbkpMyvdSnNjQW7sji9rdkyL4enLZ,bozdUuCb2kdipxES9PzsYHmDVrf7FBTSW3p1CFBpump,25.0
ESEGHcZCEJPGTZEemsuJAin3fbd9Q8Wy81tveLVSDwAY,EG1Y8goUGa7y4iRYRgLgwBmSHc4Lxc91qL35cdDNBiRc,24.02
7Jt9mTicuUt4trdUVZZp99Pj5WfeyhKyLspywZNB4zEB,HWcmFw19wHSuxJFXz4xSzLqVz9sAFykNYdBc4eGfpump,80.0
UMwb9RNCUM1uo3nbkpMyvdSnNjQW7sji9rdkyL4enLZ,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,50.0
ErVjVr8t9rqoVBwjCNpV3XFbkBhirrEwaPUkwtTQ3urF,CrVWSMRqXvqH323DYxK4qmPh2NskMpt6umJK1Yo5pump,20.09
G3oHdxxq28xEvcNDK2aiFu7FdGrszUrHdu4fTsP1qPQJ,HQ7DaoiUxzC2K1Dr7KXRHccNtXvEYgNvoUextXe8dmBh,8.0
CmVjtguBHLXftMRQMQqCeN2jM42pnYHhaCboq1r6kzA5,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,297.45
6gJG6Z3hKN1Bt2FVNSTj4YN8fn4XAHoCNeEPn2BUuATr,9WPTUkh8fKuCnepRWoPYLH3aK9gSjPHFDenBq2X1Czdp,61.9
59ecCTpb7yqC5qRe3hiZVRokJtUs3vXzLJGb13eeFSNE,HAPPYwgFcjEJDzRtfWE6tiHE9zGdzpNky2FvjPHsvvGZ,81.0
3UnnDqLyiUWqUCu7Mgk75MdSHsjmwkdsDj74dD3jbS3J,91Pfkbdc5gcporcCPgH2iirLyX7U4w6E5mQK1dEWM3gu,150.0
FwBbcNaKhRv82juTtqJdvzHoYA3xPbA5cCZRKZyNSzxG,5z3iCe53hUANTiG8Js8RjHNE2Arjik7L2CXLyr2rpump,20.52
GH9p8myScoHc8vbjtrBNWMqX52Tgu3TZTqppMcYqH9vr,bGxHNbsacaVL35pkYWae5PYQDZXSpuQb3QDyW31pump,17.85
FcNAupJq1BgEseDtz5RS5auLkaN12aXfPtgnZkQb36H6,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,44.86
ELGassE7y4UnS7AzT7qmcPGhuxKDBRKzs6sbRAG3MWHH,EzYyFvUE2AepSxbtdDkkq5rWpN7bXhYzQphZ2gF4Y24R,6.45
5Q57izNSTzVaN8JCY1ajgE34KCzgUQrS8fR8XTiKaBWu,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,20.73
ARYo8JXN5XoFaPmnztuerVzArCqpBLbjzFA5L8dxMYYi,HgBRWfYxEfvPhtqkaeymCQtHCrKE46qQ43pKe8HCpump,24.39
63r6JYJ4TfVJWTyhovzGMWniELsUZ6ZEdERZw3UE9b11,ED5nyyWEzpPPiWimP8vYm7sD7TD3LAt3Q3gRTWHzPJBY,96.06
pBG1yUYHXjjJmDrTbXfuZb9znGdsoqww1BiPZGbVCfR,JC3MaSFiZcdDecxFhZKtfULxnkUp9DPxdgwYHWHNpump,20.0
VpnqAkPCRNbgpP5ydcJzPiEKwj1RMMWzyJ3QoAEoSMS,6ogzHhzdrQr9Pgv6hZ2MNze7UrzBMAFyBBWUYp1Fhitx,32.74
FJaDZaB4ZowUHHVbr62Bcy7nqu8JvFDqWVuzhcUWMhW2,7dxQE4YXrWqtwUVb8W8HjfPT3t4H4dWZfsDWRWKupump,60.0
6Tt3gG7skYxDtDHddvXvtsggYeF5HpPdtwim7VG85FJ2,GjK3v2n3Em1e3kEwSrKW2VrnY54EU9zBCSwGEP8Bpump,10.0
6Yj63sAJVRuhPujWmjFgMV6mFBEDA8rhLoE7CoPChguF,FjTJCCQpLU4fpH58mN1bTQXiQsjJVYai3QYFjYqYpump,23.03
2diypXU86KiLFfXv7sNwgZHso8zYM2z2cM5bTcJCvJH7,9TY6DUg1VSssYH5tFE95qoq5hnAGFak4w3cn72sJNCoV,10.36
61kJZcG8pHEKn7KPfJwWbFPsvNqS6Nu9JMWjcD7nFZPa,FLqmVrv6cp7icjobpRMQJMEyjF3kF84QmC4HXpySpump,29.7
Dya9k7Si9MoikbnwpGKFwDe3GXbnbf5E3EqEyb1QVQsk,JC3MaSFiZcdDecxFhZKtfULxnkUp9DPxdgwYHWHNpump,30.0
BnnC4onnAELkt6ccLPF6CkaHPUKdKJ4FMwYoYfxvG83d,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,20.0
CDinjc17QxWeBYvrVndcfhVbJPbvQGWBozkzSdLiaDpu,2Q3mARhGZ9Phiai1txGTXXJbN2eSxtcNXnXbfoexpump,20.0
DtfHSNhSDrbHNYvc6SwPEz5w8NuLNDy5NbXzsHi2G8Xt,HWcmFw19wHSuxJFXz4xSzLqVz9sAFykNYdBc4eGfpump,10.0
2FpCgpxqitrybpy4gUnZX7LAsR7Qp4NBndz3XCLsbdMN,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,87.23
HWn4J8UsQvcSp4pz7MEM3nkNf52XGtRSAUd7k36PL4ki,7ZqzGzTNg5tjK1CHTBdGFHyKjBtXdfvAobuGgdt4pump,23.41
3N6LxjWPe7LQuqrueoSMKm1BFBTPFSinrY3EQgL5Vh1T,9jDV1jFsHCcfnXv6isx9WvFSqLfUrKngxviDAqM1qy9g,15.66
4wwkg77djTeWvy2pJnK5HpChSGuM2kMGrkG77BZMZajB,G4hdrdhnboNgFXo1uP21VwZ9zrNbxwZDmtpZt2Mnpump,50.0
GsJyGYgvF2qt238nMdiNkeqwKC4nHGvbuJ82W29CZvYB,5h5YCbybHMpVj378FrxrypY9eXKoy92Vpw9xyru1pump,5.09
8e34MZFhSyzSgc6v5ofx6pYrJXbEyEHCMguKijhSa8me,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,29.18
2btYi2pqVgtgzLqeAXE122FPhN2xBJMQpE1V9CMNv4EH,JC3MaSFiZcdDecxFhZKtfULxnkUp9DPxdgwYHWHNpump,10.0
2StsJ98pDgT11xpQKgQyAQrLhvorvs3sfZYLAYLWbnCk,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,38.5
83XcyTyB7Y7Y1TkFj77VF9aqpHhtrY25dTfAZM5mcXqL,7yZFFUhq9ac7DY4WobLL539pJEUbMnQ5AGQQuuEMpump,50.0
2JwhPJbeSKW59NxZhAqwH7ZyNJGid5sJVP3NSpu8VQks,5z3iCe53hUANTiG8Js8RjHNE2Arjik7L2CXLyr2rpump,33.95
2i2s9h8b6FxKiGADdFLpGrYBzBB8zt8nzUkq4Zd5nnyH,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,5.91
2i2s9h8b6FxKiGADdFLpGrYBzBB8zt8nzUkq4Zd5nnyH,FvgqHMfL9yn39V79huDPy3YUNDoYJpuLWng2JfmQpump,14.08
DFiLtY9yEsuWJiHfAemLf3F2Bu3TippRB357cRFvLXhN,7ZqzGzTNg5tjK1CHTBdGFHyKjBtXdfvAobuGgdt4pump,10.0
GJBq81BpBG3V2BujThabRUjZ35FXNgzh9V4QvAY83Qxv,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,12.43
FJaDZaB4ZowUHHVbr62Bcy7nqu8JvFDqWVuzhcUWMhW2,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,200.0
A5jKYkpsNZ8ekU6xaMR1y17F8N9uT9zQmqy1y36uBT3n,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,6.0
GDrWv3LvTQ9KthfTsdQBqThmchfseHdx7QKzFKyC71Y4,AEDEBKCEkxHvFx69vKD8EmZ7VqmhAqobubfgMt32pump,6.95
4bxG7FzfdmDY4mE4p4HWeDFJWACqeXp8eggca2xZ4kqM,FLqmVrv6cp7icjobpRMQJMEyjF3kF84QmC4HXpySpump,27.1
GFJTGKXFEKWAoFrMQFxvhit6LawQVozkvKjjMuzScM1Q,79dV2zTZMZ9CSQj3fU4CNJKSeGfYVXeuuXX3Z3XjgpMw,5.94
83XcyTyB7Y7Y1TkFj77VF9aqpHhtrY25dTfAZM5mcXqL,FuQASH8ps9NPeDu4h3rVtMBygKYoSiSTZ4uSiA5tpump,50.0
6Tt3gG7skYxDtDHddvXvtsggYeF5HpPdtwim7VG85FJ2,JC3MaSFiZcdDecxFhZKtfULxnkUp9DPxdgwYHWHNpump,140.0
3N6LxjWPe7LQuqrueoSMKm1BFBTPFSinrY3EQgL5Vh1T,EG1Y8goUGa7y4iRYRgLgwBmSHc4Lxc91qL35cdDNBiRc,29.2
7hbAHJfcFX1z6QtF9ntPAeAfuWYhGyDgA8ShVw4VcUjy,HwPtbFpd3VTe3tfyosoVtPf9WPuSk5gAKkN5xp6Npump,6.0
HiSevSfUvUJMVmFGCKT8Y3Vn3WJYbHnGcp1jXohRviqA,HwPtbFpd3VTe3tfyosoVtPf9WPuSk5gAKkN5xp6Npump,15.61
2GEponyb7zwp3CYYv29CiGN9D1KRxbTZRHY3xA2FGeUb,HwPtbFpd3VTe3tfyosoVtPf9WPuSk5gAKkN5xp6Npump,9.06
6E4G8gCygLR9wvpoZCPgQ7xCcJfPB436F8T4MFG9RZmr,FfgtU4bMte3JRZGX7kcNVywxiGoSqUTga8eZxTSFpump,8.3
7u4TSSmWhwftvGvrMJunNs7qB2g5V9NmQZApTkbSAQqm,HwPtbFpd3VTe3tfyosoVtPf9WPuSk5gAKkN5xp6Npump,20.37
C1zXrbKfhqoj8T1d7knavTM9aHaUwpNZod6hqSVZoYgQ,4j9bDg7iWNah1Qa61rrqwWZMtEdqV3fV56SzyhfNpump,40.0
7eoVnR9UDVsNrTbJHd1aUKz4tcrxiwssQjnJsunheZpp,AK1qxuXUuk8pP9NaL4UuFBBUzeQ912wcMnWV4LKRvM5r,20.39
3WbBRv2ScLGAohejwLwL6toQVMnfhWg1i69Cqh8b59Dh,JC3MaSFiZcdDecxFhZKtfULxnkUp9DPxdgwYHWHNpump,9.92
i8LGJYG7Ti2dzu2iLbpZHWwMpYH5GGLA6TVDGm1EcEv,HWcmFw19wHSuxJFXz4xSzLqVz9sAFykNYdBc4eGfpump,45.0
2mmiya5osgv1Tx2H3mqGZ3kCm3QmxYXtqmSXNQQeexPK,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,80.0
ALuMi8P65aPeoKFcvcEJ1Nmc7oSsLCvdnTqpGX17V7EF,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,296.0
n2QiPHs2aCSpyZAQLutyhEo5REj7z8SXhp532SHjqkk,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,49.58
Go3fTCdm481k8ViaPYN6Y5jVN8Lfg1vRrUJF3ZM9D16b,J73VLpgUiWxooiTwbQyae7h5e29kGrC5RqrbicW2pump,110.0
8zAdTwHUxVLFsjTQvqMWoGN59n4LarqKKHdxyy1doU1X,DEcAWA2p7n4ze2HJ4pm5DEG4juo3yci2FggWDi7XUA8t,10.24
rJrfc4VcfBG5Wxwxu951uWN9D6nGqRECiwrHCFk54Nh,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,99.0
DqVE3qbC1nLCap6CbPeGWu3qLEGFuMHMXfnkHGYBSL1b,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,12.47
6GytUdKgKJbemWs65p2LQcboNgRLzGKF7kZ6KUrcKwXG,G6haJithfeUgSghVpu1rDPCq2NFiYcJFHNpHEANbpump,21.22
