wallet,token_address,sol_value
oTm8X7NwLpLcMP1Aq79MvETBp7hMc9hdZPHxxrebhGY,Cv4LZouzNE676BPYVZBxLwCVjWQYTDvg5cdBqbCkpump,10.03
dbt7xY87Cn7hpzRCbkNztAtYEfRfTcoMFk13nWRTvBQ,C75XDvzWLKvjMHUAAFPNsYMFsmtG4eCVpkseeXBpump,6.66
ZLgNEZsXCunR6TrZCk5eeK71MmyLLi8Zy18vKgNLJUL,8g32ps7JWAL7EDkmBhW49dkUCHRq1Des1Hg8sPSb3ou3,10.04
AhQmBnKaDSqkxUGrSiG4auigQBbuiyg25xJK2mBivtMt,FjTJCCQpLU4fpH58mN1bTQXiQsjJVYai3QYFjYqYpump,10.0
8agHfdku63Ft29rpAqJwFAGigK17YqDvA5rmKWmPmr4R,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,100.0
3Bg4JSD5WrpkpXvYG7NwEFzMB9qW5PTw34M6wLeAuuh5,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,31.35
AAcbAqWMz8vJbRY1ayr8ewjrFiZDhrM8kqYUew7Tytpc,6E4NgMPvK7fNYPUVc15rVCE3qM3qDrZKLii862HHpump,9.9
3H2wXwyEDu9CcDTKRaHzJLDa3hM41AhJAaH2DqoZ43NK,AHqEyYzx3dbkx5DkRvst8Hzf3G3T1QU5VvG5aonepump,6.94
2sZYgKZLGpb5z6MfYnNNhqnxToiXwWy6NwvvmVQbz6L4,FfYhzJ7j3rrs4m4i1wKy5Bz5aYW8mKEGq2rxChU3pump,10.0
2dM6wMKS2is3jpwMueXvLfCgwveMiwB1iQNowkjx3x8S,CQc7KZe9SvkrMXbRaehCT39HBiGgQFexVLSaoYsvP3Ue,25.0
3cDCdriSsgjpUERc1C2CxTqJr1J3NftiWm35pKZVFBj7,7fgkPfcSrv3WHfWegTrT1UFT4XhkNFhYeypyEiqepump,22.5
2dM6wMKS2is3jpwMueXvLfCgwveMiwB1iQNowkjx3x8S,HKkCs86LbHpqpjzywXcNcSgAfsaktK2utsz3HuAznCTX,25.0
GkPtg9Lt38syNpdBGsNJu4YMkLi5wFXq3PM8PQhxT8ry,BqV8YSrSZitfTc6ufZxYXkPnJDyaZcJDWkBJmSSavive,10.08
627kcKByJQAJEUqzNnUDYZa725i7L1iKqmmPs3AdChKs,8AS9yeGsAwvTs9gCDKMmB2MgX8NiSvv4uppH61yqpump,10.0
627kcKByJQAJEUqzNnUDYZa725i7L1iKqmmPs3AdChKs,5WGkdemJNEoAVKveDQdzQmDqTyxCraXGw9ACyrwCEUMS,40.0
kXgfmTvDbC3UotozTLoHhRpSrXMMdV5w2uH5Fm12oWz,9f6YJrR9jMjp7iKf9Jay5omRnorSjSEbvEAdoSkJpump,7.13
Axu5i2bDSSrjAQYsSCYtALGNSvzNLuaCbTbReyqpQqYy,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,10.0
svfTb4J1T9rDtycQA2zk7X9wuvUwqhvVaZUZy39eLAA,CqQWGaNTWTvyjoiaVrHxvXsFfZmGsgYCLbU2XwQYARBB,5.2
A1C6MhioaEYTaock4vxYMgGHREWrkdZ3bEWkvyHmAcXW,HgBRWfYxEfvPhtqkaeymCQtHCrKE46qQ43pKe8HCpump,6.16
A1C6MhioaEYTaock4vxYMgGHREWrkdZ3bEWkvyHmAcXW,DQc6FTgu2HiB1PMUkHj8SATCtxsCeeMz5hiaqwk1pump,6.2
4HM1wQ34WTLXfz7nzZbLTpP81KYKu7B3NvnJtE64w8Nj,FQ1tyso61AH1tzodyJfSwmzsD3GToybbRNoZxUBz21p8,23.68
7cYxqq8wctpSN3WTNzdF98zaFnFUuzUwycin248BcAVx,HwPtbFpd3VTe3tfyosoVtPf9WPuSk5gAKkN5xp6Npump,90.0
Asr7iSJsAaKR2KAo1kFAkryJ6vGWBaLCTRTkermN3CC9,EG1Y8goUGa7y4iRYRgLgwBmSHc4Lxc91qL35cdDNBiRc,17.33
HVTCk8GHgMAcwjeBh9q6dekPMHYzRvQ6MwCVYFLemu3M,HB8KrN7Bb3iLWUPsozp67kS4gxtbA4W5QJX4wKPvpump,48.16
7cYxqq8wctpSN3WTNzdF98zaFnFUuzUwycin248BcAVx,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,200.0
2WMC3JaX7ohtugKqQ7ZYiYy27uVSew5djvsEV4tyvvwk,FvgqHMfL9yn39V79huDPy3YUNDoYJpuLWng2JfmQpump,10.0
EtHWjHF3jQFMTimhYzMt6XSffinACLmCPG7fe9BoYrKE,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,10.0
A1C6MhioaEYTaock4vxYMgGHREWrkdZ3bEWkvyHmAcXW,HBoNJ5v8g71s2boRivrHnfSB5MVPLDHHyVjruPfhGkvL,12.37
DbZsJcgAWYfC3q9aeSDv6oCa29RuKiFBndpmbEbtKvHA,6MRP1uqUFXJ2typEjEhPAYSZqAJgVmpPKZgLFPBYSZ2C,6.2
8kPBgXANmoN7JhAtk8v11mbYevsvMtpArPgUggDtoxQk,6E4NgMPvK7fNYPUVc15rVCE3qM3qDrZKLii862HHpump,7.93
627kcKByJQAJEUqzNnUDYZa725i7L1iKqmmPs3AdChKs,bGxHNbsacaVL35pkYWae5PYQDZXSpuQb3QDyW31pump,40.0
9YWCb9AcyZQ4KuFNNYzVSAd4nUWRkdMoeFptttpKodrk,FfYhzJ7j3rrs4m4i1wKy5Bz5aYW8mKEGq2rxChU3pump,10.0
2dM6wMKS2is3jpwMueXvLfCgwveMiwB1iQNowkjx3x8S,7fgkPfcSrv3WHfWegTrT1UFT4XhkNFhYeypyEiqepump,25.0
FmhDonUB11n5WyRCDEpxnNJhXDVw1JX1XJSD72ssQFhB,4eKpTh1XedMmDc41sTfYmGDtALQYYHZZyawdwPMPpump,37.76
BjMcxtNDjkbLi9F52DANggjAX1QiVc6pTX7pPpvVdoWU,ED5nyyWEzpPPiWimP8vYm7sD7TD3LAt3Q3gRTWHzPJBY,61.99
HVTCk8GHgMAcwjeBh9q6dekPMHYzRvQ6MwCVYFLemu3M,39qibQxVzemuZTEvjSB7NePhw9WyyHdQCqP8xmBMpump,28.45
627kcKByJQAJEUqzNnUDYZa725i7L1iKqmmPs3AdChKs,EG1Y8goUGa7y4iRYRgLgwBmSHc4Lxc91qL35cdDNBiRc,10.0
77733XVQR634xjGunNXD99WLUfBHU53bh3rLkywRZUjD,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,60.0
6rMA7HA3x4N5jeM46cNxFQePxcH72YqMsxezUEpN5KM9,28tVhteKZkzzWjrdHGXzxfm4SQkhrDrjLur9TYCDVULE,6.74
99KqN3ejV7VP7goNHbzibNLNYVrp4T7BWM5ZStasxcaF,bGxHNbsacaVL35pkYWae5PYQDZXSpuQb3QDyW31pump,9.0
A1C6MhioaEYTaock4vxYMgGHREWrkdZ3bEWkvyHmAcXW,6d5zHW5B8RkGKd51Lpb9RqFQSqDudr9GJgZ1SgQZpump,6.16
A8DRnaaesH1GYRExtFGxvPAiu4GvuKj5WQzWueawKH3P,2z4WpCa6kJS6dkAqAZSD6hLzf4RYLpKefcTbKj7upump,9.9
B6qiRw9juGMSTSVSZJ52NbJ5Gniz9Usntssx5Y5V1CGb,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,30.0
2dM6wMKS2is3jpwMueXvLfCgwveMiwB1iQNowkjx3x8S,Dctsus1FAf1GUJ2mM1TeBL7k1Za7Xk9T34T5vRzvpump,25.0
3H2wXwyEDu9CcDTKRaHzJLDa3hM41AhJAaH2DqoZ43NK,B1rDN8tAAno3SAg1ZhESJGkkB1LnQ9pWx9oToFb3pump,8.48
BNbpRfamZZM5BCm8tgGoFLq5vFrSRCPX4og6HpiB5pEN,GF4mRrsd52LHBZ4Fj9ijEwHCnh7c2wTMwDKwZQqipump,20.69
627kcKByJQAJEUqzNnUDYZa725i7L1iKqmmPs3AdChKs,G3s49agBGCXqqhLXGXFtasQgAAMPvXQifyWL5M2Wpump,10.0
7g6cXReDioEDYHTuYxQHZPC3JDZfB3c77VzHDgZmNk5n,9j3M6sv9EZcfkJfhmHs8kQLYbVzAfBKxZRbkAhYqUdS3,8.3
HMxemG3LD4p5LJkMdnHMwekGwFFZfCmbFViJ2bFdKGLT,FeiEDFwX4p2uLBwGLWv8pfgNz97nPtPX5xM3unrLpump,10.0
E82uKSzbi1YHuEPDkVV93xz5zE7phNeMmENQieyyX3kH,3qq54YqAKG3TcrwNHXFSpMCWoL8gmMuPceJ4FG9npump,19.06
3qo7PGFbSJdabABq9DCex5GyW68u4vLfg9aKQjQCGmZR,FtoUJpmc6gjUk1FSAmpev1nXi44D6JNnWwimgCJCRXMK,9.46
GkPtg9Lt38syNpdBGsNJu4YMkLi5wFXq3PM8PQhxT8ry,55si56A7basZmTovy8zmLkDR9DfaD32GEe6YkvCQpump,40.92
HVTCk8GHgMAcwjeBh9q6dekPMHYzRvQ6MwCVYFLemu3M,CWFa2nxUMf5d1WwKtG9FS9kjUKGwKXWSjH8hFdWspump,42.77
2dM6wMKS2is3jpwMueXvLfCgwveMiwB1iQNowkjx3x8S,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,25.0
GkPtg9Lt38syNpdBGsNJu4YMkLi5wFXq3PM8PQhxT8ry,77RBCP95AFT9XRsx4xuGUHjBQsjcatGYCZ2VXx8Epump,22.1
71NkgbFkqMq6scUy6nyQLVRBqFhsCa8iGEz6ujt3mAtr,GxdTh6udNstGmLLk9ztBb6bkrms7oLbrJp5yzUaVpump,8.92
5YYnf5WgpBq9Fi38NUNcSvKfcNdAxKNPCZkUfout2B7z,AnGzGiQ6ddzdqWDuWy6vmibqDv8rsT2QKhcgDrwTpump,50.0
A1C6MhioaEYTaock4vxYMgGHREWrkdZ3bEWkvyHmAcXW,DwDtUqBZJtbRpdjsFw3N7YKB5epocSru25BGcVhfcYtg,8.27
EjdknnohYdfwr4YBkhXdjNgsQXGdPsHYcFR3czN544rT,CNKEXXypBC66cZ111Mg3JUxyczXS1E9T6MWEufzQZVMo,16.45
A1C6MhioaEYTaock4vxYMgGHREWrkdZ3bEWkvyHmAcXW,GmbC2HgWpHpq9SHnmEXZNT5e1zgcU9oASDqbAkGTpump,6.16
6T3xhm4WZDU8q696SjTGQmRfVX8roR9JfWUbjaoY8U53,FvgqHMfL9yn39V79huDPy3YUNDoYJpuLWng2JfmQpump,67.69
ABCo5u5KFzxPiFmkrPGcbGJrhoqNz2fVQccbfnNAB1UH,GxdTh6udNstGmLLk9ztBb6bkrms7oLbrJp5yzUaVpump,12.0
6T3xhm4WZDU8q696SjTGQmRfVX8roR9JfWUbjaoY8U53,FQ1tyso61AH1tzodyJfSwmzsD3GToybbRNoZxUBz21p8,19.43
A1C6MhioaEYTaock4vxYMgGHREWrkdZ3bEWkvyHmAcXW,mkvXiNBpa8uiSApe5BrhWVJaT87pJFTZxRy7zFapump,6.17
9UfK6FbBTHdrsvHpKQ18Tz125V3ttvarLuyBea7SSkdP,7rJp1KhptfCXd6K46bQzaGRYYUboyPE1u6fzEYBKffZB,23.77
3H2wXwyEDu9CcDTKRaHzJLDa3hM41AhJAaH2DqoZ43NK,61h2G5tovTmnc55W2NUiHB3BL51LLeDNaCJ6GaudesLw,9.92
7MRCyAXMyht4qCGZKMHXDyfEmiefnweQB48NKdrdXbr8,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,35.27
627kcKByJQAJEUqzNnUDYZa725i7L1iKqmmPs3AdChKs,HwPtbFpd3VTe3tfyosoVtPf9WPuSk5gAKkN5xp6Npump,10.0
85DQgGZvcjYyAw3a1s6rW68Cci4sXGskLcYCwWGsgtGX,FjTJCCQpLU4fpH58mN1bTQXiQsjJVYai3QYFjYqYpump,38.27
75zMHTLL1wiwD8nq8v71D6FAeHr6RRADqVVsw61r85yw,5WGkdemJNEoAVKveDQdzQmDqTyxCraXGw9ACyrwCEUMS,5.46
8TAktTuSbKWVHndcx4noYULvQHxEGP9o4QVqNRwz6nDB,wUtwjNmjCP9TTTtoc5Xn5h5sZ2cYJm5w2w44b79yr2o,70.0
7YnrHnd6y62WtcZje3SwDjte5pHAKv1ZxNjQhfgZGKvE,CNKEXXypBC66cZ111Mg3JUxyczXS1E9T6MWEufzQZVMo,63.89
839rTmmrinvgD17Xtn7M2QsNFhQrBjTajmGUUPm15oAe,mkvXiNBpa8uiSApe5BrhWVJaT87pJFTZxRy7zFapump,24.51
6pUtYz474QrpATEZnfb3iFbTKYA65pNyKAo4TQZAjtqe,73UdJevxaNKXARgkvPHQGKuv8HCZARszuKW2LTL3pump,10.2
8azSrFB7gtpJj5hKT9wMgayahpQXiJNRX2f85dNEB3ge,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,8.5
CJePjvjr5yMrC1TqKZDJ9LCSsjAktDHqUyg7qmCr3yLm,88YxavkzLJWXdRtqfg54gANpmn8xQGSYed65dGuc8qH3,6.93
5AF1CZCRCRMuFLpfCQDA5JLXF8FxEqmgyZyTMxKQiY51,FLqmVrv6cp7icjobpRMQJMEyjF3kF84QmC4HXpySpump,10.0
G6bBRhQ97pxTDsHZQmU4LKgxzXn66sYVE3Qo6cydDWNd,4j9bDg7iWNah1Qa61rrqwWZMtEdqV3fV56SzyhfNpump,99.15
Aqa8H5hmHe9MFY9sW6widbqEuaYv7q2KnRo25ApPhWhA,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,300.0
AGDMKY1SWU68eHcQbmvNaqLAtVyeNaDS3Y2yo7reQNNA,DVZrNS9fctrrDmhZUZAu6p63xU6d9cqYxRRhJbtJ4z8G,30.93
Dj7GsDodnGGVZfAMzMqjgQhEoW36JLtnHkBhETxZVex,CQc7KZe9SvkrMXbRaehCT39HBiGgQFexVLSaoYsvP3Ue,80.0
Aqa8H5hmHe9MFY9sW6widbqEuaYv7q2KnRo25ApPhWhA,6E4NgMPvK7fNYPUVc15rVCE3qM3qDrZKLii862HHpump,20.0
Faz28GQP6fb19LaEA2HbCMhsiKtkmNkgZyzCKs2rxABE,6E4NgMPvK7fNYPUVc15rVCE3qM3qDrZKLii862HHpump,8.96
B5xUi2VVEAMcnFHx3fr87rVwSTA1mVvtBneciguEGkMM,FtoUJpmc6gjUk1FSAmpev1nXi44D6JNnWwimgCJCRXMK,6.76
7REh3hYRvMFcTmYckP2fuHJWReDxRHo8xjPsMYUxD63k,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,45.71
Aqa8H5hmHe9MFY9sW6widbqEuaYv7q2KnRo25ApPhWhA,D3ddcUyWC9HVgtxdz91NQXZQSbPGULRRVxJq3ntuuJBe,30.0
5NfyPVAUfR9ynV8pejw5eTxB3VWZZyqwaYXSFUx2QxkX,wmQUn7SwNJw31LUJJTeGaen3XRqC4noyLLJKBQSSZTS,6.09
EBVaqMThgHTEpuMXNjEfZcRJD5P74HhEbbdXrr5PX5De,CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,26.73
F2pkRpYqx9QRGnKxeu7pf8MYpuazo6YDjffBmVC3BuJw,FtoUJpmc6gjUk1FSAmpev1nXi44D6JNnWwimgCJCRXMK,12.34
9w388kTHw3mRSkw1RydPtZnQmYMVhSqDL7hWUjtFCGr5,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,10.0
2D3ETfVgf9GfqCVACveZd2c5xi3xacd8ZkDvKLzZ3mm7,8grrziX7KWvYTF3BFNGFF6GtURN56nGrVAyKaAGKpump,8.45
C9Pe9x6RdSewHWC61J56ka4Pp7eZhk3RsyjBHirwonDB,GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump,240.0
6pUtYz474QrpATEZnfb3iFbTKYA65pNyKAo4TQZAjtqe,AwcCFuJgUYNYHXm6tHhr7DsXDY6FKvXUt2DFjmgHpump,6.0
3v1dZz6pBA22xu6oE3EgFM5ctn4hZXMEHP6nfaRFFPou,CtaVq7fp5xwYFenGQypqdK97LJhTD72GgRsY8e4Npump,12.82
C9Pe9x6RdSewHWC61J56ka4Pp7eZhk3RsyjBHirwonDB,GxdTh6udNstGmLLk9ztBb6bkrms7oLbrJp5yzUaVpump,170.0
2Mh6RdQ6VWc8hvg4PmxVDuhLjjDfvSsdWoas4GyZdhhe,6gVJwfHxWov8HxdAZ4v4tt2RpZZst6du74y4bUCdpump,78.88
H1Tw7sVRuaSZTcWhEbCuKwFMSxUmqWRWmX1PLW1HxQ2B,HB8KrN7Bb3iLWUPsozp67kS4gxtbA4W5QJX4wKPvpump,347.0
9HWwJL9Zt87MqK3BFzhpUx7oakrGxbfNY4RAX593cgV4,5z3iCe53hUANTiG8Js8RjHNE2Arjik7L2CXLyr2rpump,52.39
H1Tw7sVRuaSZTcWhEbCuKwFMSxUmqWRWmX1PLW1HxQ2B,CWFa2nxUMf5d1WwKtG9FS9kjUKGwKXWSjH8hFdWspump,344.0
25xa78QGib5jai3V1DnexUtVwhRf22TPoRgwFRnXAUgt,FtoUJpmc6gjUk1FSAmpev1nXi44D6JNnWwimgCJCRXMK,6.73
8VVcwn99QcU36Xyi7fgN6EjsTR7VcQx4jFZUWo8DYU3B,FtoUJpmc6gjUk1FSAmpev1nXi44D6JNnWwimgCJCRXMK,9.53
5eryN5MtoVRRBZPhQvF4yu8SigWsH2rrc6Wt3WFPmmqe,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,48.89
6oPUpPy1CMLGudb7bA3Y7FmC7W1yGf88aN9QEMYXCf7L,4eKpTh1XedMmDc41sTfYmGDtALQYYHZZyawdwPMPpump,9.9
5NfyPVAUfR9ynV8pejw5eTxB3VWZZyqwaYXSFUx2QxkX,DUPXRviSkeNQLpkgL53c6Vuo1gDw7tdAibn9cvfbJNdq,7.0
4Boni3nFBgorWZMYwTtcw3W1Er9FcW1fJ8mYiKJUCoc4,FtoUJpmc6gjUk1FSAmpev1nXi44D6JNnWwimgCJCRXMK,7.49
4Z6fJyAQbMsXfcFFjeSjj1zxQpdkmSBGvV4f1RTkAhH4,GxdTh6udNstGmLLk9ztBb6bkrms7oLbrJp5yzUaVpump,51.82
Faz28GQP6fb19LaEA2HbCMhsiKtkmNkgZyzCKs2rxABE,6Fxpwo3oAF6i2oRy7Hrn68sMjZbDGQrRKAu9B5q8B4ci,5.25
Hf6YtWq1TJTh7UcZfiN1Y3J8sDXDKckHWnjmVcd8gtPD,4eKpTh1XedMmDc41sTfYmGDtALQYYHZZyawdwPMPpump,10.0
DNWz7S4SGc9CU4pPNR78Jce4RMt33d1mGYxjRZCsEiJ2,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,78.79
GEgMRqPU8kt6FMJFkj8GeukpwkpsdEqDdmBc7Ch9dqSK,9j3M6sv9EZcfkJfhmHs8kQLYbVzAfBKxZRbkAhYqUdS3,8.5
DzfQnb2fK8iLJv8TpsLGLfCegdPdrWUEQ3NVx27hcRZV,DkF9tvwawxNqoYtvChKpBcY4M8bhaWMEdLqADX5q8Y3L,17.17
2oJfe42Z3PAn9snNaajDygTTznBDJstgkmJMjmPHmQix,9j3M6sv9EZcfkJfhmHs8kQLYbVzAfBKxZRbkAhYqUdS3,5.6
HXEioN2A6FiQNaiQKWF7eRXewRff3Jrhm5KH2sZfC2Zg,rizo34MUwbCBqpSTSfnEktdWB4CTByqqYh8zBxL3WAR,9.63
9fTZ7Hn1Yw4jJw12rKv1mTaGrMKczdYucnrxMjUvBjpD,2AkzNQ23RafGboTrPxW9p4D4g4hpY71Jc1pgQ4Ycpump,20.0
79eJYUxZd58CY4qgePxortx8kvgYhzex6ADXvqGDo9ao,GxdTh6udNstGmLLk9ztBb6bkrms7oLbrJp5yzUaVpump,168.0
GwDDtF1pTbgY3DQKXswS4WBYqsA4EpzLCaMSc6Hryvp7,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,9.89
C9Pe9x6RdSewHWC61J56ka4Pp7eZhk3RsyjBHirwonDB,HpFAFwTuAZScx97YFqW4P9cw6avbnbXccWeM46aUNhf2,168.74
D2frGtaSKMS4MFGCXzhUjdz5Q7UVaFue4dehk3afdjq1,FQ1tyso61AH1tzodyJfSwmzsD3GToybbRNoZxUBz21p8,150.0
6cPKMNH99CFqE39QCHB7Uwf813iBP812Kk3EbDBtkFbE,6E4NgMPvK7fNYPUVc15rVCE3qM3qDrZKLii862HHpump,6.7
C5NtJKn87uzKV5WvPBQ3dNn6UJGiRmHLsehvp6FxjFLE,FtoUJpmc6gjUk1FSAmpev1nXi44D6JNnWwimgCJCRXMK,8.38
7AAHGsrFTr66DTeGH1PQokgcRaTypFh5Hu6mmQ8TqawT,CfgmB9iTWABdYh3CHQQDUGtWy18rMNAEEqyp4GrJpump,18.0
2FWvhYgz71r6b1FdZBc77YYPyJvLsjS8uMpxmuwSnx2t,Fch1oixTPri8zxBnmdCEADoJW2toyFHxqDZacQkwdvSP,19.84
3sWCumC2QJMoQXpn5wugRBDz4Hd895Wdwx3xuE42NN7N,ChHAfQsUznqUpvFSNQsu42KsRr1t3ct56fBigVSHpump,6.34
FCNor43ykB3C1Kmh9gUaCNHnJnewH1c3RKmHXgz9LZhh,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,60.0
EEAM4BxUWvU3yADSn5nui9pePNrH21rKv4zDP7e3LrpE,HKkCs86LbHpqpjzywXcNcSgAfsaktK2utsz3HuAznCTX,10.0
9nF9HdYTp5XdmLa3asVwpJBrU8R9QkSMuYYspsYNA5Rm,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,24.16
9y4B3y6yQEqrEsmzxnJxYuhVQPHvk5DQHQabKjhnFnJY,GgvFJw7eGMwVruF3kTYeuwiTGBx12buZxt6gG6FTpump,10.0
8pCQAQgXnQVwE6UPYumMB89qP1MhFan1vRQFpT6rmEVq,FqvtZ2UFR9we82Ni4LeacC1zyTiQ77usDo31DUokpump,14.42
ASuyvHyGctaSnPqRVy71Qd6CY7AmTWETTa7aRTVXtVky,2z4WpCa6kJS6dkAqAZSD6hLzf4RYLpKefcTbKj7upump,20.0
BrNoqdHUCcv9yTncnZeSjSov8kqhpmzv1nAiPbq1M95H,61h2G5tovTmnc55W2NUiHB3BL51LLeDNaCJ6GaudesLw,24.75
DPFQUxQpfBXtGeZGjc1nT5cYC5ConGXUQaLVktGc7xKc,7wM4MnbsPsG95A3WhZgbrPWvMtydKmJjqKr2ZVJVpump,10.0
5YFE96pJBwwL4NGcY4RsxsrbNHiGCvfd6MXjWVsmLTRB,9j3M6sv9EZcfkJfhmHs8kQLYbVzAfBKxZRbkAhYqUdS3,6.5
B2zCQxyf1Pm4TMEWBHWnbU3o1up7h4wzgbx8cCkbGhH5,EG1Y8goUGa7y4iRYRgLgwBmSHc4Lxc91qL35cdDNBiRc,32.87
443nNmqPjkNSnN5wcPrUSXkM6Ru3jFJnRgwV4DghqfKH,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,46.57
8fSnLTnRViK83dDesivTsPx2wiRhwti9xoafeMGjEyLJ,9hCxef5D9LGB8ctkXy73XYTvJJJxrPKP9wDnYs61pump,25.0
8XSXfuxuMiXTcmd9kUmwoTkMbctGTyLd64GQv8j3h7YY,8grrziX7KWvYTF3BFNGFF6GtURN56nGrVAyKaAGKpump,8.27
B29X6ec9yHeFHSNMpdXfcWYScAjKyt2w6yL6bGYbGETM,4eKpTh1XedMmDc41sTfYmGDtALQYYHZZyawdwPMPpump,12.0
42f7cEQ5L4Ncjc4dhkiK3CmbDcDAHVGv1GpNzTMorNTD,zAgSwaSC2XjeM545v4YT4ifMpnxkuEE1f8Fq2Ygpump,5.34
NWP6aQKPf9yoX7yr1dgFzQ6ieKtv2tXjyoxLa9mLWte,HB8KrN7Bb3iLWUPsozp67kS4gxtbA4W5QJX4wKPvpump,20.0
FpBkZUicffgLhma5g272hZ8zAnb3pPjvSnYPw118rEEc,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,20.14
NWP6aQKPf9yoX7yr1dgFzQ6ieKtv2tXjyoxLa9mLWte,FfYhzJ7j3rrs4m4i1wKy5Bz5aYW8mKEGq2rxChU3pump,10.0
DjQbUVjAT1Lia1XdLALokxT21ffHKHxPQRYbFXJKbDZn,88YxavkzLJWXdRtqfg54gANpmn8xQGSYed65dGuc8qH3,5.69
FXfoaLPubkfn7xC54u98m9BHfhMNztyS7q4jTabkN3xA,8NrAzg558TYtwdGYcwomsLHfdQ5dwEYckXqgfL6tpump,49.5
3GsgBq25C1ApgPDLKDer27MFudveZu4vdbu6BEoHej3R,25hAyBQfoDhfWx9ay6rarbgvWGwDdNqcHsXS3jQ3mTDJ,8.47
EGaV3fWAKgFzumy3g9bfZ6dLVgdKweVSmyesHKbRch63,9j3M6sv9EZcfkJfhmHs8kQLYbVzAfBKxZRbkAhYqUdS3,5.7
8Vr7UEF1Zd7ea9PhAgdMNwqef8onpVG62cHz6ceqy9Dd,9j3M6sv9EZcfkJfhmHs8kQLYbVzAfBKxZRbkAhYqUdS3,5.4
NWP6aQKPf9yoX7yr1dgFzQ6ieKtv2tXjyoxLa9mLWte,CWFa2nxUMf5d1WwKtG9FS9kjUKGwKXWSjH8hFdWspump,20.0
CRBYGyfcRSiwcpUr4qxbVeR7MDNb32mkhxxzFAN7iinS,HQZTAF17T3eQV4dYPLAWrpGp168YJHJUfD6hPT9L1ypo,10.0
4RrzL34AuT3gBjJ3SfNrnAXdno7UcSn4TVFtzrNqTvnJ,FLqmVrv6cp7icjobpRMQJMEyjF3kF84QmC4HXpySpump,64.69
FLzPDsoV2LyErTSag77AMLNZ7yE878pahiDADxTkx7ss,5z3iCe53hUANTiG8Js8RjHNE2Arjik7L2CXLyr2rpump,375.44
CGQMwXCLkBkEZadhTVzyq6F61nZCbUCJeijNep4F6Zkt,HiVtcEezLySpmmTdL9PvfGAPeQ43GVQBBHy2yPCPpump,26.65
BtPuWCTCS8sBHPpAkNbJc5E6RrZkXNdP4EhzkXaB3DsA,FfYhzJ7j3rrs4m4i1wKy5Bz5aYW8mKEGq2rxChU3pump,30.0
BGv3qQu7BaqDagfrJ6jAxEYAsRvosDmMguDMX8vLXQyp,FtoUJpmc6gjUk1FSAmpev1nXi44D6JNnWwimgCJCRXMK,9.8
8BnnsWQig5fkr3dthgfMzJ5zhhZbFvroBYBFEwRcgz6T,wUtwjNmjCP9TTTtoc5Xn5h5sZ2cYJm5w2w44b79yr2o,11.9
6sMni8LJFo8UtoLZGrrHxe7zBjwQPwh7C9Pev7wzoiCs,2fZTwhbLg3xPquk8CqS3KKYbrNMbhKj7Q5zBKuT2pump,8.24
6zbu8eBPEVoT9hK12ykeSYj4GnXr4pBFX6mFjGvk36gL,EG1Y8goUGa7y4iRYRgLgwBmSHc4Lxc91qL35cdDNBiRc,20.0
9gpTQjXFHaPbDs2MKwkke4ix6avi5cPqYwx6oJB46RQc,E1XGEP1nk3BLxpnkWfqVnpVTA13RYzpY6Na1XD2Kpump,14.93
38iU8L5PBQRYh6xNzvR6L8aAmZkuDZYEBuRdfYJDLSCB,9f6YJrR9jMjp7iKf9Jay5omRnorSjSEbvEAdoSkJpump,7.64
BHCm58VsiSq9p3hqjprLAs6wtjXjtuGnz6vj1i3Upe7X,BZynczxXkKoYvy6UCApLMzkesH6DtNYWDPsCsSsVp4Pw,10.0
