score,wallet,gmgn,pumpfun,maxtenminutes,winrate,traded_token,port_token,num_inside,laitren80,avg_roi,latestmonth_avg_pnl_latestmonth,pnl_latestmonth,threemonths_avg_pnl_latestmonth,pnl_threemonths,concatenated_inside
13,GDrWv3LvTQ9KthfTsdQBqThmchfseHdx7QKzFKyC71Y4,"<a href=https://gmgn.ai/sol/address/GDrWv3LvTQ9KthfTsdQBqThmchfseHdx7QKzFKyC71Y4 target=_blank"">🔎 </a>",0,0,18,27,27,2,3,3,5239,141445.0,5138,148999.0,[GOAT Fartcoin]
9,61kJZcG8pHEKn7KPfJwWbFPsvNqS6Nu9JMWjcD7nFZPa,"<a href=https://gmgn.ai/sol/address/61kJZcG8pHEKn7KPfJwWbFPsvNqS6Nu9JMWjcD7nFZPa target=_blank"">🔎 </a>",3,10,28,28,25,1,5,17,2555,63874.0,2555,63874.0,[ZOA]
14,FJaDZaB4ZowUHHVbr62Bcy7nqu8JvFDqWVuzhcUWMhW2,"<a href=https://gmgn.ai/sol/address/FJaDZaB4ZowUHHVbr62Bcy7nqu8JvFDqWVuzhcUWMhW2 target=_blank"">🔎 </a>",0,7,46,14,13,2,3,50,6140,79823.0,6140,79823.0,[fur scihub]
6,HU58ZPNjL7TZUhbAgz7zWxdUxh7zG9yUgvdeENaovuFP,"<a href=https://gmgn.ai/sol/address/HU58ZPNjL7TZUhbAgz7zWxdUxh7zG9yUgvdeENaovuFP target=_blank"">🔎 </a>",4,1,28,62,60,1,8,-2,1557,93448.0,1713,104512.0,[Pnut]
6,GCsrjVSwicpmjYu8V1VnhVgfHygXs7kfdhM1LbiWBnQ6,"<a href=https://gmgn.ai/sol/address/GCsrjVSwicpmjYu8V1VnhVgfHygXs7kfdhM1LbiWBnQ6 target=_blank"">🔎 </a>",5,7,11,102,84,1,7,45,1237,103922.0,1204,109560.0,[HYPR∞]
14,5UB5nToGo1XnZUV1mLfNXSUijuQX8nsz8ca3NXjeDuc6,"<a href=https://gmgn.ai/sol/address/5UB5nToGo1XnZUV1mLfNXSUijuQX8nsz8ca3NXjeDuc6 target=_blank"">🔎 </a>",2,15,50,38,28,5,12,168,16103,450873.0,16311,489344.0,[AVB POPCAT GIGA LOCKIN $michi]
9,ExJASXFHjc3w4XYTv1jgeM195XascrEBiZDV5oLN7Cey,"<a href=https://gmgn.ai/sol/address/ExJASXFHjc3w4XYTv1jgeM195XascrEBiZDV5oLN7Cey target=_blank"">🔎 </a>",0,3,24,27,25,1,3,-1,1593,39817.0,2944,76550.0,[scihub]
7,Gu3nWshZ3MENaCjpEtZaJRWyiW8dKvvSkDu7e5rwrBWK,"<a href=https://gmgn.ai/sol/address/Gu3nWshZ3MENaCjpEtZaJRWyiW8dKvvSkDu7e5rwrBWK target=_blank"">🔎 </a>",0,0,50,6,6,1,1,28,1847,11080.0,1847,11080.0,[ACT]
11,2GFBSg5FqwAKs273A3gDK81ApCQESkEfYXcR6EqaA7Tw,"<a href=https://gmgn.ai/sol/address/2GFBSg5FqwAKs273A3gDK81ApCQESkEfYXcR6EqaA7Tw target=_blank"">🔎 </a>",0,1,18,71,65,1,5,4,4954,322024.0,4585,325537.0,[TITS]
14,2A6YC1TzxkmHzW4Vikfq61YPoGvLpd4btjejNHhqqvbn,"<a href=https://gmgn.ai/sol/address/2A6YC1TzxkmHzW4Vikfq61YPoGvLpd4btjejNHhqqvbn target=_blank"">🔎 </a>",7,0,61,14,13,4,5,85,24666,320660.0,22632,316853.0,[FOREST FRED wibwob Cheyenne]
9,4dsN7CDekEjB3xXN211DuhxoCTCDfu7jvDfc89Sm3NiL,"<a href=https://gmgn.ai/sol/address/4dsN7CDekEjB3xXN211DuhxoCTCDfu7jvDfc89Sm3NiL target=_blank"">🔎 </a>",0,3,13,101,88,2,9,185,1839,161857.0,2102,229076.0,[MOODENG GIGA]
5,yMeSjwAG8NiX5FwNC67ojdq5k3dD7AE1zWZUx5eKcmG,"<a href=https://gmgn.ai/sol/address/yMeSjwAG8NiX5FwNC67ojdq5k3dD7AE1zWZUx5eKcmG target=_blank"">🔎 </a>",0,7,16,13,12,1,1,-19,1772,21261.0,29,409.0,[Peanut]
9,oH8tg1q1xaFVPRUsuAsRYvK6YxNhjqkyX5vjao8TZBn,"<a href=https://gmgn.ai/sol/address/oH8tg1q1xaFVPRUsuAsRYvK6YxNhjqkyX5vjao8TZBn target=_blank"">🔎 </a>",4,9,29,65,58,2,7,46,2463,142878.0,3181,187654.0,[BITCAT Nailong]
7,9ccRJ91feMUbD5UjuddE9ofg4C2mKxNHYHkqR4z6oHUs,"<a href=https://gmgn.ai/sol/address/9ccRJ91feMUbD5UjuddE9ofg4C2mKxNHYHkqR4z6oHUs target=_blank"">🔎 </a>",6,0,40,16,15,1,5,29,1871,28066.0,1871,28066.0,[scihub]
13,Y2r6Hdh5hiAMk6zEsUBbsQ9ByZyKHr2oJT2TqZDmn4o,"<a href=https://gmgn.ai/sol/address/Y2r6Hdh5hiAMk6zEsUBbsQ9ByZyKHr2oJT2TqZDmn4o target=_blank"">🔎 </a>",0,0,28,7,7,1,0,11,11253,78770.0,11253,78770.0,[SHRUB]
14,FzRwFTYByUDE4QXhbpVUQ7ym5QqZ5tn64AzvtCMZ5i1A,"<a href=https://gmgn.ai/sol/address/FzRwFTYByUDE4QXhbpVUQ7ym5QqZ5tn64AzvtCMZ5i1A target=_blank"">🔎 </a>",0,0,41,17,17,1,4,187,5044,85752.0,5044,85752.0,[EARL]
14,2fWpKaQdLx35TK3o6c4UvhfaKfcEebuopHfsZycr7NYc,"<a href=https://gmgn.ai/sol/address/2fWpKaQdLx35TK3o6c4UvhfaKfcEebuopHfsZycr7NYc target=_blank"">🔎 </a>",0,2,41,46,36,4,6,19,9399,338365.0,8423,320081.0,[BITCAT ZEREBRO BULLY DTF]
13,pBG1yUYHXjjJmDrTbXfuZb9znGdsoqww1BiPZGbVCfR,"<a href=https://gmgn.ai/sol/address/pBG1yUYHXjjJmDrTbXfuZb9znGdsoqww1BiPZGbVCfR target=_blank"">🔎 </a>",8,29,29,24,17,2,4,40,13444,228555.0,13444,228555.0,[LESTER $RIF]
11,83XcyTyB7Y7Y1TkFj77VF9aqpHhtrY25dTfAZM5mcXqL,"<a href=https://gmgn.ai/sol/address/83XcyTyB7Y7Y1TkFj77VF9aqpHhtrY25dTfAZM5mcXqL target=_blank"">🔎 </a>",2,0,11,39,35,2,4,-4,4277,149686.0,4277,149686.0,[LUCE Fartcoin]
14,2JwhPJbeSKW59NxZhAqwH7ZyNJGid5sJVP3NSpu8VQks,"<a href=https://gmgn.ai/sol/address/2JwhPJbeSKW59NxZhAqwH7ZyNJGid5sJVP3NSpu8VQks target=_blank"">🔎 </a>",0,20,60,15,5,2,3,60,20095,100475.0,9066,90655.0,[LESTER pippin]
11,6Yj63sAJVRuhPujWmjFgMV6mFBEDA8rhLoE7CoPChguF,"<a href=https://gmgn.ai/sol/address/6Yj63sAJVRuhPujWmjFgMV6mFBEDA8rhLoE7CoPChguF target=_blank"">🔎 </a>",0,7,30,13,10,1,1,29,3696,36959.0,4445,57780.0,[47]
14,4xrTHsaCpoKZCqzP3KYrfy8qFAWsvgziSTYB5JrhuhvA,"<a href=https://gmgn.ai/sol/address/4xrTHsaCpoKZCqzP3KYrfy8qFAWsvgziSTYB5JrhuhvA target=_blank"">🔎 </a>",0,27,44,48,36,4,4,29,17917,645025.0,17505,647674.0,[SHEGEN ZEREBRO suwi Fartcoin]
13,4bxG7FzfdmDY4mE4p4HWeDFJWACqeXp8eggca2xZ4kqM,"<a href=https://gmgn.ai/sol/address/4bxG7FzfdmDY4mE4p4HWeDFJWACqeXp8eggca2xZ4kqM target=_blank"">🔎 </a>",0,0,25,4,4,1,1,65,6022,24088.0,6022,24088.0,[LST]
6,2btYi2pqVgtgzLqeAXE122FPhN2xBJMQpE1V9CMNv4EH,"<a href=https://gmgn.ai/sol/address/2btYi2pqVgtgzLqeAXE122FPhN2xBJMQpE1V9CMNv4EH target=_blank"">🔎 </a>",12,11,19,242,210,2,28,-3,1171,245849.0,1154,244624.0,[LESTER $RIF]
6,2i2s9h8b6FxKiGADdFLpGrYBzBB8zt8nzUkq4Zd5nnyH,"<a href=https://gmgn.ai/sol/address/2i2s9h8b6FxKiGADdFLpGrYBzBB8zt8nzUkq4Zd5nnyH target=_blank"">🔎 </a>",0,13,18,15,11,1,2,25,1545,17000.0,1407,21111.0,[$RIF]
17,A5jKYkpsNZ8ekU6xaMR1y17F8N9uT9zQmqy1y36uBT3n,"<a href=https://gmgn.ai/sol/address/A5jKYkpsNZ8ekU6xaMR1y17F8N9uT9zQmqy1y36uBT3n target=_blank"">🔎 </a>",0,20,100,5,4,1,4,424,20278,81113.0,20278,81113.0,[ZEREBRO]
11,HWn4J8UsQvcSp4pz7MEM3nkNf52XGtRSAUd7k36PL4ki,"<a href=https://gmgn.ai/sol/address/HWn4J8UsQvcSp4pz7MEM3nkNf52XGtRSAUd7k36PL4ki target=_blank"">🔎 </a>",0,17,29,52,41,2,3,11,3260,133655.0,3017,132736.0,[Pnut 🟥🟩]
14,63r6JYJ4TfVJWTyhovzGMWniELsUZ6ZEdERZw3UE9b11,"<a href=https://gmgn.ai/sol/address/63r6JYJ4TfVJWTyhovzGMWniELsUZ6ZEdERZw3UE9b11 target=_blank"">🔎 </a>",0,0,50,6,6,2,2,71,37037,222219.0,37037,222219.0,[$WIF MOODENG]
11,D3MpswXW5eNnejeuYZZpBouT8oC35x9pTp2GawiwuiW2,"<a href=https://gmgn.ai/sol/address/D3MpswXW5eNnejeuYZZpBouT8oC35x9pTp2GawiwuiW2 target=_blank"">🔎 </a>",0,5,39,38,33,3,4,8,4228,139526.0,4924,182199.0,[LUCE $RIF ZEREBRO]
14,25WURJ7igVFMW5ngSrapXrPUHZLxeXpYmGBeA7QbiWhv,"<a href=https://gmgn.ai/sol/address/25WURJ7igVFMW5ngSrapXrPUHZLxeXpYmGBeA7QbiWhv target=_blank"">🔎 </a>",11,5,43,17,16,1,4,23,8149,130385.0,7659,130208.0,[BARSIK]
6,5su9sycBdiSRg1HFqKWV4gWVCZsJUj9R5PV9Wmpfu7Gs,"<a href=https://gmgn.ai/sol/address/5su9sycBdiSRg1HFqKWV4gWVCZsJUj9R5PV9Wmpfu7Gs target=_blank"">🔎 </a>",0,4,30,21,20,1,1,-3,1913,38255.0,1913,38255.0,[LUCE]
14,3bpyLdKaNdwGvfhPsb3FVqyTai24fxhKay1dH7Y3pijQ,"<a href=https://gmgn.ai/sol/address/3bpyLdKaNdwGvfhPsb3FVqyTai24fxhKay1dH7Y3pijQ target=_blank"">🔎 </a>",0,9,40,11,5,1,1,11,6290,31448.0,5212,31270.0,[Pnut]
6,Gz2gkcVukE37R89qAoCeuZHMYuNcSU9vn2KWwfUcq5Bb,"<a href=https://gmgn.ai/sol/address/Gz2gkcVukE37R89qAoCeuZHMYuNcSU9vn2KWwfUcq5Bb target=_blank"">🔎 </a>",0,8,29,48,37,2,3,-3,2102,77759.0,1425,66978.0,[LUCE REX]
13,6TM9MCFQTMRQbbTt3sEw981FtXFDzmuuXgUu1gJQP36h,"<a href=https://gmgn.ai/sol/address/6TM9MCFQTMRQbbTt3sEw981FtXFDzmuuXgUu1gJQP36h target=_blank"">🔎 </a>",0,0,12,9,8,2,1,-26,4009,32073.0,10720,171523.0,[MOODENG Banana]
17,8xu6vKBPDkuUJT2GnM1nmy6fvTzy542Zb4YJ3Schdocb,"<a href=https://gmgn.ai/sol/address/8xu6vKBPDkuUJT2GnM1nmy6fvTzy542Zb4YJ3Schdocb target=_blank"">🔎 </a>",0,14,100,7,4,0,4,291,5961,23843.0,5961,23843.0,<nil>
11,2NsVTxDXNUvgUrKX8RrzF4fM3Rpcu8U2pU15GYb2GPk6,"<a href=https://gmgn.ai/sol/address/2NsVTxDXNUvgUrKX8RrzF4fM3Rpcu8U2pU15GYb2GPk6 target=_blank"">🔎 </a>",8,0,33,12,12,1,3,46,4435,53220.0,4435,53220.0,[LUCE]
13,2NC2FVg2CoqHAYm8G1r8LE6LgvmPhXawYTkTYXbWraXr,"<a href=https://gmgn.ai/sol/address/2NC2FVg2CoqHAYm8G1r8LE6LgvmPhXawYTkTYXbWraXr target=_blank"">🔎 </a>",6,0,26,30,30,2,7,164,24455,733662.0,22748,727949.0,[FRED Pnut]
13,BgbgkWwHQ2JXL84BMmo2CcnX5uJSarKXKTpdd73bcwNG,"<a href=https://gmgn.ai/sol/address/BgbgkWwHQ2JXL84BMmo2CcnX5uJSarKXKTpdd73bcwNG target=_blank"">🔎 </a>",0,14,22,34,27,3,2,-13,3231,87238.0,7330,219889.0,[LUCE MANIFEST YOUSIM]
9,BxLUUnah9w59PUT3J1mgGrSQYkkh3Uh77Je9eLMijfDp,"<a href=https://gmgn.ai/sol/address/BxLUUnah9w59PUT3J1mgGrSQYkkh3Uh77Je9eLMijfDp target=_blank"">🔎 </a>",7,17,38,39,31,1,9,50,2127,65922.0,2023,66745.0,[WORM]
9,2J7QaSaspsZtvRwXEtVoCgrBMZeREPFd7NNy5btdiGpx,"<a href=https://gmgn.ai/sol/address/2J7QaSaspsZtvRwXEtVoCgrBMZeREPFd7NNy5btdiGpx target=_blank"">🔎 </a>",13,16,14,36,28,1,2,-11,2612,73131.0,2529,73339.0,[$RIF]
13,2eYQzezc99bdYHUVDU8EhQrK1YcmptBNqz1q8Xhuko4B,"<a href=https://gmgn.ai/sol/address/2eYQzezc99bdYHUVDU8EhQrK1YcmptBNqz1q8Xhuko4B target=_blank"">🔎 </a>",0,0,33,10,9,2,2,107,20659,185934.0,18460,184596.0,[FRED Pnut]
9,B1CpqTLajXw8boJNEyA4G6959LXpuVxiJPabUUqp5c4N,"<a href=https://gmgn.ai/sol/address/B1CpqTLajXw8boJNEyA4G6959LXpuVxiJPabUUqp5c4N target=_blank"">🔎 </a>",3,6,25,66,62,1,14,26,2244,139158.0,2531,161998.0,[LUCE]
13,24SbY3TCF1mLdvc4qUCpvM15ADHMjy2xvm7Kau9e6Zmo,"<a href=https://gmgn.ai/sol/address/24SbY3TCF1mLdvc4qUCpvM15ADHMjy2xvm7Kau9e6Zmo target=_blank"">🔎 </a>",0,8,18,12,11,1,1,42,9139,100533.0,9139,100533.0,[MemesAI]
9,783buHuEFNdncWu5RgKjUiaGzCEh8xmz6UGf9zCk14FM,"<a href=https://gmgn.ai/sol/address/783buHuEFNdncWu5RgKjUiaGzCEh8xmz6UGf9zCk14FM target=_blank"">🔎 </a>",15,15,18,13,11,1,1,-5,2470,27171.0,2470,27171.0,[$RIF]
9,D2frGtaSKMS4MFGCXzhUjdz5Q7UVaFue4dehk3afdjq1,"<a href=https://gmgn.ai/sol/address/D2frGtaSKMS4MFGCXzhUjdz5Q7UVaFue4dehk3afdjq1 target=_blank"">🔎 </a>",0,6,23,49,43,4,3,-23,2836,121930.0,2721,125171.0,[GNON ZEREBRO Nailong Pnut]
13,CZ1sW1ZDxTNERY9pPTvbMy6oFyG6rd6qJoWvKSAoYp9p,"<a href=https://gmgn.ai/sol/address/CZ1sW1ZDxTNERY9pPTvbMy6oFyG6rd6qJoWvKSAoYp9p target=_blank"">🔎 </a>",0,11,38,27,21,1,3,1,7417,155747.0,5286,169148.0,[Fartcoin]
14,ERrqD3HgtCkgBSczAZ92mrpSBdX6tzvhcmkBNeF6vRgk,"<a href=https://gmgn.ai/sol/address/ERrqD3HgtCkgBSczAZ92mrpSBdX6tzvhcmkBNeF6vRgk target=_blank"">🔎 </a>",11,23,47,26,17,1,2,21,5024,85405.0,9879,197589.0,[ETH]
6,DuuuA2fWqq39zwu5Z6LSe13uUNup6DboxrrW4TioGSCx,"<a href=https://gmgn.ai/sol/address/DuuuA2fWqq39zwu5Z6LSe13uUNup6DboxrrW4TioGSCx target=_blank"">🔎 </a>",12,1,13,81,66,1,6,-28,1333,87991.0,1268,86256.0,[$RIF]
6,Dosw8fTQBRdHc5zrLskf8LvTReEY8wmwKuCzGzidfcM8,"<a href=https://gmgn.ai/sol/address/Dosw8fTQBRdHc5zrLskf8LvTReEY8wmwKuCzGzidfcM8 target=_blank"">🔎 </a>",0,5,24,34,29,1,3,-11,1328,38502.0,875,28881.0,[Fartcoin]
9,9M5QGgUbL2VWniwgN6jTHwLJSyktgz738QjmbSWMhQS4,"<a href=https://gmgn.ai/sol/address/9M5QGgUbL2VWniwgN6jTHwLJSyktgz738QjmbSWMhQS4 target=_blank"">🔎 </a>",0,0,29,24,24,1,5,17,2171,52105.0,2171,52105.0,[]
14,WwaTx5UvxbcEdRGPjyZJC8N7DnYmpBGwZwB9sn1HXrL,"<a href=https://gmgn.ai/sol/address/WwaTx5UvxbcEdRGPjyZJC8N7DnYmpBGwZwB9sn1HXrL target=_blank"">🔎 </a>",0,20,50,15,12,2,4,68,12738,152857.0,12738,152857.0,[$RIF vvaifu]
9,Abyyvednsbuhfqx3PUhkfWLDrcWLAMxEXy4FykcbMdyk,"<a href=https://gmgn.ai/sol/address/Abyyvednsbuhfqx3PUhkfWLDrcWLAMxEXy4FykcbMdyk target=_blank"">🔎 </a>",4,0,19,22,21,1,2,-6,2003,42070.0,2003,42070.0,[LESTER]
13,FTEaWL8qH8yND3CiEruSAXNnrBKXfkcJG46QzbXNKZ3c,"<a href=https://gmgn.ai/sol/address/FTEaWL8qH8yND3CiEruSAXNnrBKXfkcJG46QzbXNKZ3c target=_blank"">🔎 </a>",20,8,25,59,48,3,7,367,4714,226287.0,20276,1034090.0,[GOAT BUCK Pnut]
11,H1WYPGcd5fovVUGzSxnSTgqBXLoRh8A9xDZZg3JTzfFw,"<a href=https://gmgn.ai/sol/address/H1WYPGcd5fovVUGzSxnSTgqBXLoRh8A9xDZZg3JTzfFw target=_blank"">🔎 </a>",0,24,23,41,30,1,6,46,3455,103646.0,3356,104049.0,[Fartcoin]
